😀	fytyrë, fytyrë e zgërdheshur, zgërdheshje, zgërdhihem
🧑🏿‍🤝‍🧑🏼	dorë, njerëz, njerëz të kapur për duarsh, njerëz të kapur për duarsh: nuancë lëkure e errët e nuancë lëkure gjysmë e çelët, nuancë lëkure e errët, nuancë lëkure gjysmë e çelët, të kapur për duarsh, çift
🧑🏿‍🤝‍🧑🏽	dorë, njerëz, njerëz të kapur për duarsh, njerëz të kapur për duarsh: nuancë lëkure e errët e nuancë lëkure zeshkane, nuancë lëkure e errët, nuancë lëkure zeshkane, të kapur për duarsh, çift
🧑🏿‍🤝‍🧑🏾	dorë, njerëz, njerëz të kapur për duarsh, njerëz të kapur për duarsh: nuancë lëkure e errët e nuancë lëkure gjysmë e errët, nuancë lëkure e errët, nuancë lëkure gjysmë e errët, të kapur për duarsh, çift
🧑🏿‍🤝‍🧑🏿	dorë, njerëz, njerëz të kapur për duarsh, njerëz të kapur për duarsh: nuancë lëkure e errët, nuancë lëkure e errët, të kapur për duarsh, çift
👭	dorë, dy gra të kapura për duarsh, grua, mbaj, çift
👭🏻	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure e çelët, grua, mbaj, nuancë lëkure e çelët, çift
👩🏼‍🤝‍👩🏻	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure gjysmë e çelët e nuancë lëkure e çelët, grua, mbaj, nuancë lëkure e çelët, nuancë lëkure gjysmë e çelët, çift
👭🏼	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure gjysmë e çelët, grua, mbaj, nuancë lëkure gjysmë e çelët, çift
👩🏽‍🤝‍👩🏻	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure zeshkane e nuancë lëkure e çelët, grua, mbaj, nuancë lëkure e çelët, nuancë lëkure zeshkane, çift
👩🏽‍🤝‍👩🏼	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure zeshkane e nuancë lëkure gjysmë e çelët, grua, mbaj, nuancë lëkure gjysmë e çelët, nuancë lëkure zeshkane, çift
👭🏽	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure zeshkane, grua, mbaj, nuancë lëkure zeshkane, çift
👩🏾‍🤝‍👩🏻	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure gjysmë e errët e nuancë lëkure e çelët, grua, mbaj, nuancë lëkure e çelët, nuancë lëkure gjysmë e errët, çift
👩🏾‍🤝‍👩🏼	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure gjysmë e errët e nuancë lëkure gjysmë e çelët, grua, mbaj, nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e çelët, çift
👩🏾‍🤝‍👩🏽	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure gjysmë e errët e nuancë lëkure zeshkane, grua, mbaj, nuancë lëkure gjysmë e errët, nuancë lëkure zeshkane, çift
👭🏾	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure gjysmë e errët, grua, mbaj, nuancë lëkure gjysmë e errët, çift
👩🏿‍🤝‍👩🏻	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure e errët e nuancë lëkure e çelët, grua, mbaj, nuancë lëkure e errët, nuancë lëkure e çelët, çift
👩🏿‍🤝‍👩🏼	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure e errët e nuancë lëkure gjysmë e çelët, grua, mbaj, nuancë lëkure e errët, nuancë lëkure gjysmë e çelët, çift
👩🏿‍🤝‍👩🏽	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure e errët e nuancë lëkure zeshkane, grua, mbaj, nuancë lëkure e errët, nuancë lëkure zeshkane, çift
👩🏿‍🤝‍👩🏾	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure e errët e nuancë lëkure gjysmë e errët, grua, mbaj, nuancë lëkure e errët, nuancë lëkure gjysmë e errët, çift
👭🏿	dorë, dy gra të kapura për duarsh, dy gra të kapura për duarsh: nuancë lëkure e errët, grua, mbaj, nuancë lëkure e errët, çift
👫	burrë, burrë dhe grua që kapin duart, dorë, grua, çift
👫🏻	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e çelët, dorë, grua, nuancë lëkure e çelët, çift
👩🏻‍🤝‍👨🏼	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e çelët e nuancë lëkure gjysmë e çelët, dorë, grua, nuancë lëkure e çelët, nuancë lëkure gjysmë e çelët, çift
👩🏻‍🤝‍👨🏽	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e çelët e nuancë lëkure zeshkane, dorë, grua, nuancë lëkure e çelët, nuancë lëkure zeshkane, çift
👩🏻‍🤝‍👨🏾	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e çelët e nuancë lëkure gjysmë e errët, dorë, grua, nuancë lëkure e çelët, nuancë lëkure gjysmë e errët, çift
👩🏻‍🤝‍👨🏿	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e çelët e nuancë lëkure e errët, dorë, grua, nuancë lëkure e errët, nuancë lëkure e çelët, çift
👩🏼‍🤝‍👨🏻	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e çelët e nuancë lëkure e çelët, dorë, grua, nuancë lëkure e çelët, nuancë lëkure gjysmë e çelët, çift
👫🏼	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e çelët, dorë, grua, nuancë lëkure gjysmë e çelët, çift
👩🏼‍🤝‍👨🏽	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e çelët e nuancë lëkure zeshkane, dorë, grua, nuancë lëkure gjysmë e çelët, nuancë lëkure zeshkane, çift
👩🏼‍🤝‍👨🏾	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e çelët e nuancë lëkure gjysmë e errët, dorë, grua, nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e çelët, çift
👩🏼‍🤝‍👨🏿	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e çelët e nuancë lëkure e errët, dorë, grua, nuancë lëkure e errët, nuancë lëkure gjysmë e çelët, çift
👩🏽‍🤝‍👨🏻	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure zeshkane e nuancë lëkure e çelët, dorë, grua, nuancë lëkure e çelët, nuancë lëkure zeshkane, çift
👩🏽‍🤝‍👨🏼	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure zeshkane e nuancë lëkure gjysmë e çelët, dorë, grua, nuancë lëkure gjysmë e çelët, nuancë lëkure zeshkane, çift
👫🏽	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure zeshkane, dorë, grua, nuancë lëkure zeshkane, çift
👩🏽‍🤝‍👨🏾	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure zeshkane e nuancë lëkure gjysmë e errët, dorë, grua, nuancë lëkure gjysmë e errët, nuancë lëkure zeshkane, çift
👩🏽‍🤝‍👨🏿	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure zeshkane e nuancë lëkure e errët, dorë, grua, nuancë lëkure e errët, nuancë lëkure zeshkane, çift
👩🏾‍🤝‍👨🏻	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e errët e nuancë lëkure e çelët, dorë, grua, nuancë lëkure e çelët, nuancë lëkure gjysmë e errët, çift
👩🏾‍🤝‍👨🏼	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e errët e nuancë lëkure gjysmë e çelët, dorë, grua, nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e çelët, çift
👩🏾‍🤝‍👨🏽	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e errët e nuancë lëkure zeshkane, dorë, grua, nuancë lëkure gjysmë e errët, nuancë lëkure zeshkane, çift
👫🏾	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e errët, dorë, grua, nuancë lëkure gjysmë e errët, çift
👩🏾‍🤝‍👨🏿	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure gjysmë e errët e nuancë lëkure e errët, dorë, grua, nuancë lëkure e errët, nuancë lëkure gjysmë e errët, çift
👩🏿‍🤝‍👨🏻	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e errët e nuancë lëkure e çelët, dorë, grua, nuancë lëkure e errët, nuancë lëkure e çelët, çift
👩🏿‍🤝‍👨🏼	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e errët e nuancë lëkure gjysmë e çelët, dorë, grua, nuancë lëkure e errët, nuancë lëkure gjysmë e çelët, çift
👩🏿‍🤝‍👨🏽	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e errët e nuancë lëkure zeshkane, dorë, grua, nuancë lëkure e errët, nuancë lëkure zeshkane, çift
👩🏿‍🤝‍👨🏾	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e errët e nuancë lëkure gjysmë e errët, dorë, grua, nuancë lëkure e errët, nuancë lëkure gjysmë e errët, çift
👫🏿	burrë, burrë dhe grua që kapin duart, burrë dhe grua që kapin duart: nuancë lëkure e errët, dorë, grua, nuancë lëkure e errët, çift
👬	binjakë, dy burra të kapur për duarsh, zodiak, çift
👬🏻	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure e çelët, nuancë lëkure e çelët, zodiak, çift
👨🏼‍🤝‍👨🏻	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure gjysmë e çelët e nuancë lëkure e çelët, nuancë lëkure e çelët, nuancë lëkure gjysmë e çelët, zodiak, çift
👬🏼	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, zodiak, çift
👨🏽‍🤝‍👨🏻	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure zeshkane e nuancë lëkure e çelët, nuancë lëkure e çelët, nuancë lëkure zeshkane, zodiak, çift
👨🏽‍🤝‍👨🏼	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure zeshkane e nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, nuancë lëkure zeshkane, zodiak, çift
👬🏽	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure zeshkane, nuancë lëkure zeshkane, zodiak, çift
👨🏾‍🤝‍👨🏻	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure gjysmë e errët e nuancë lëkure e çelët, nuancë lëkure e çelët, nuancë lëkure gjysmë e errët, zodiak, çift
👨🏾‍🤝‍👨🏼	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure gjysmë e errët e nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e çelët, zodiak, çift
👨🏾‍🤝‍👨🏽	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure gjysmë e errët e nuancë lëkure zeshkane, nuancë lëkure gjysmë e errët, nuancë lëkure zeshkane, zodiak, çift
👬🏾	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, zodiak, çift
👨🏿‍🤝‍👨🏻	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure e errët e nuancë lëkure e çelët, nuancë lëkure e errët, nuancë lëkure e çelët, zodiak, çift
👨🏿‍🤝‍👨🏼	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure e errët e nuancë lëkure gjysmë e çelët, nuancë lëkure e errët, nuancë lëkure gjysmë e çelët, zodiak, çift
👨🏿‍🤝‍👨🏽	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure e errët e nuancë lëkure zeshkane, nuancë lëkure e errët, nuancë lëkure zeshkane, zodiak, çift
👨🏿‍🤝‍👨🏾	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure e errët e nuancë lëkure gjysmë e errët, nuancë lëkure e errët, nuancë lëkure gjysmë e errët, zodiak, çift
👬🏿	binjakë, dy burra të kapur për duarsh, dy burra të kapur për duarsh: nuancë lëkure e errët, nuancë lëkure e errët, zodiak, çift
💏	puthje, romancë, çift
👩‍❤‍💋‍👨	burrë, grua, puthje, puthje: grua e burrë, romancë, çift
👨‍❤‍💋‍👨	burrë, puthje, puthje: burrë e burrë, romancë, çift
👩‍❤‍💋‍👩	grua, puthje, puthje: grua e grua, romancë, çift
💑	dashuri, romancë, zemër, çift, çift me zemër
👩‍❤‍👨	burrë, dashuri, grua, romancë, zemër, çift, çift me zemër, çift me zemër: grua e burrë
👨‍❤‍👨	burrë, dashuri, romancë, zemër, çift, çift me zemër, çift me zemër: burrë e burrë
👩‍❤‍👩	dashuri, grua, romancë, zemër, çift, çift me zemër, çift me zemër: grua e grua
👪️	baba, familje, fëmijë, mama, nënë
👨‍👩‍👦	baba, burrë, djalë, familje, familje: burrë, grua e djalë, fëmijë, grua, mama, nënë
👨‍👩‍👧	baba, burrë, familje, familje: burrë, grua e vajzë, fëmijë, grua, mama, nënë, vajzë
👨‍👩‍👧‍👦	baba, burrë, djalë, familje, familje: burrë, grua, vajzë e djalë, fëmijë, grua, mama, nënë, vajzë
👨‍👩‍👦‍👦	baba, burrë, djalë, familje, familje: burrë, grua, djalë e djalë, fëmijë, grua, mama, nënë
👨‍👩‍👧‍👧	baba, burrë, familje, familje: burrë, grua, vajzë e vajzë, fëmijë, grua, mama, nënë, vajzë
👨‍👨‍👦	baba, burrë, djalë, familje, familje: burrë, burrë e djalë, fëmijë, mama, nënë
👨‍👨‍👧	baba, burrë, familje, familje: burrë, burrë e vajzë, fëmijë, mama, nënë, vajzë
👨‍👨‍👧‍👦	baba, burrë, djalë, familje, familje: burrë, burrë, vajzë e djalë, fëmijë, mama, nënë, vajzë
👨‍👨‍👦‍👦	baba, burrë, djalë, familje, familje: burrë, burrë, djalë e djalë, fëmijë, mama, nënë
👨‍👨‍👧‍👧	baba, burrë, familje, familje: burrë, burrë, vajzë e vajzë, fëmijë, mama, nënë, vajzë
👩‍👩‍👦	baba, djalë, familje, familje: grua, grua e djalë, fëmijë, grua, mama, nënë
👩‍👩‍👧	baba, familje, familje: grua, grua e vajzë, fëmijë, grua, mama, nënë, vajzë
👩‍👩‍👧‍👦	baba, djalë, familje, familje: grua, grua, vajzë e djalë, fëmijë, grua, mama, nënë, vajzë
👩‍👩‍👦‍👦	baba, djalë, familje, familje: grua, grua, djalë e djalë, fëmijë, grua, mama, nënë
👩‍👩‍👧‍👧	baba, familje, familje: grua, grua, vajzë e vajzë, fëmijë, grua, mama, nënë, vajzë
👨‍👦	baba, burrë, djalë, familje, familje: burrë e djalë, fëmijë, mama, nënë
👨‍👦‍👦	baba, burrë, djalë, familje, familje: burrë, djalë e djalë, fëmijë, mama, nënë
👨‍👧	baba, burrë, familje, familje: burrë e vajzë, fëmijë, mama, nënë, vajzë
👨‍👧‍👦	baba, burrë, djalë, familje, familje: burrë, vajzë e djalë, fëmijë, mama, nënë, vajzë
👨‍👧‍👧	baba, burrë, familje, familje: burrë, vajzë e vajzë, fëmijë, mama, nënë, vajzë
👩‍👦	baba, djalë, familje, familje: grua e djalë, fëmijë, grua, mama, nënë
👩‍👦‍👦	baba, djalë, familje, familje: grua, djalë e djalë, fëmijë, grua, mama, nënë
👩‍👧	baba, familje, familje: grua e vajzë, fëmijë, grua, mama, nënë, vajzë
👩‍👧‍👦	baba, djalë, familje, familje: grua, vajzë e djalë, fëmijë, grua, mama, nënë, vajzë
👩‍👧‍👧	baba, familje, familje: grua, vajzë e vajzë, fëmijë, grua, mama, nënë, vajzë
🗣️	flas, fytyrë, kokë që flet, siluetë
👤	bust, bust siluetë, siluetë
👥	bust, buste siluetë, siluetë
👣	gjurmë, gjurmë këmbe, gjurmë këmbësh, trup, veshje
🦰	flokë të kuqe, flokë të kuqërremtë, kokëkuq, kuqo
🦱	afro, flokë kaçurrele, kaçurrele, rrica
🦳	flokë, flokë të bardha, gri, i moshuar, thinja, të bardha
🦲	kimo-terapi, kokërruar, pa flokë, qeros
🐵	fytyrë, fytyrë majmuni, majmun
🐒	majmun
🦍	gorillë, kafshë
🦧	majmun, orangutang
🐶	fytyrë, fytyrë qeni, kafshëz, qen
🐕️	kafshëz, qen
🦮	i verbër, qasshmëri, qen udhëzues, udhëzues
🐕‍🦺	ndihmë, qasshmëri, qen shërbimi, shërbim
🐩	pudël, qen
🐺	fytyrë, fytyrë ujku, ujk
🦊	dhelpër, fytyrë, fytyrë dhelpre, kafshë
🦝	kureshtar, rakun, tinëzar
🐱	fytyrë, fytyrë maceje, kafshë shtëpiake, mace
🐈️	kafshë shtëpiake, mace
🦁	fytyrë, fytyrë luani, luan, luani, zodiak
🐯	fytyrë, fytyrë tigri, tigër
🐅	tigër
🐆	leopard
🐴	fytyrë, fytyrë kali, kalë
🐎	garim, garë, kalë
🦄	fytyrë, fytyrë njëbrirëshi, njëbrirësh
🦓	rripa, shirita, zebër
🦌	dre, kafshë
🐮	fytyrë, fytyrë lope, lopë
🐂	dem, demi, zodiak
🐃	buall, buall indian, ujë
🐄	lopë
🐷	derr, fytyrë, fytyrë derri
🐖	derr, dosë
🐗	derr, derr i egër
🐽	derr, fytyrë, hundë, hundë derri
🐏	dash, dashi, dele, zodiak
🐑	dele
🐐	bricjapi, dhi, zodiak
🐪	gamile, gungë
🐫	baktriane, gamile, gamile me dy gunga, gungë
🦙	lamë, lesh
🦒	gjirafë, lara, njolla
🐘	elefant
🦏	kafshë, rinoqeront
🦛	hipopotam, kafshë gjigante
🐭	fytyrë, fytyrë miu, mi
🐁	mi shtëpiak
🐀	mi
🐹	brejtës, fytyrë, fytyrë brejtësi, kafshëz
🐰	fytyrë, fytyrë lepuri, kafshëz, lepur, lepurush
🐇	kafshëz, lepur, lepurush
🐿️	ketër
🦔	gjembaç, iriq
🦇	kafshë, lakuriq nate, vampir
🐻	ari, fytyrë, fytyrë ariu
🐨	ari, koalë
🐼	fytyrë, fytyrë pande, pandë
🦥	i plogësht, majmun i Bengalit, përtac
🦦	lozonjar, peshkim, vidër
🦨	erë e keqe, qelbës
🦘	Australi, kafshë që kërcen, kangur, sisorë
🦡	baldosë, vjedull
🐾	gjurmë, gjurmë putrash, këmbë, putër
🦃	gjel deti, shpend
🐔	pulë, shpend
🐓	gjel, shpend
🐣	pulë, zog, zog në çelje, çel, çelje
🐤	bebe, zog, zog pule
🐥	pulë, zog, zog pule përballë
🐦️	shpend, zog
🐧	pinguin, shpend
🕊️	fluturoj, paqe, pëllumb, zog
🦅	shpend, shqiponjë
🦆	rosak, zog
🦢	mjellmë, shpend shtegtues
🦉	buf, urtësi, zog
🦩	flakërues, flamingo, shpend, tropikal
🦚	mburravec, pallua, shpend
🦜	llafazan, papagall, shpend, zog piratësh
🐸	bretkosë, fytyrë, fytyrë bretkose
🐊	krokodil
🐢	breshkë
🦎	hardhucë, zvarranik
🐍	gjarpër, mbajtës, ofiuku, zodiak
🐲	dragua, fytyrë, fytyrë dragoi, përrallë
🐉	dragua, përrallë
🦕	brakiozaur, dinozaur me 4 këmbë, sauropod
🦖	dinozaur me 2 këmbë, tiranozaur-reks
🐳	balenë, balenë që hedh ujë, fytyrë, hedh ujë
🐋	balenë
🐬	delfin, pendë notimi
🐟️	peshk, peshqit, zodiak
🐠	peshk, peshk tropikal, tropikal
🐡	peshk, peshk tullumbace
🦈	peshk, peshkaqen
🐙	oktapod
🐚	guaskë, guaskë spirale, spirale
🐌	kërmill
🦋	e bukur, flutur, insekt
🐛	insekt, shumëkëmbësh
🐜	insekt, milingonë
🐝	bletë, insekt
🐞	brumbull, insekt, mollëkuqe
🦗	bulkth, karkalec, karkalec bari
🕷️	insekt, merimangë
🕸️	merimangë, rrjetë, rrjetë merimange
🦂	akrep, akrepi, zodiak
🦟	ethe, insekt, mushkonjë, sëmundje, virus
🦠	amebë, bakter, mikrob, virus
💐	bimë, buqetë, lule, romancë
🌸	lule, lule qershie, lulëzim, pemë, qershi
💮	lule, lule e bardhë
🏵️	bimë, rozetë
🌹	bimë, lule, trëndafil
🥀	lule, lule e vyshkur, vyshkje
🌺	bimë, hibisk, lule
🌻	bimë, diell, lule, luledielli
🌼	bimë, lule
🌷	bimë, lule, tulipan
🌱	bimë, e re, filiz
🌲	bimë, gjelbërim i përjetshëm, pemë
🌳	bimë, gjetherënëse, pemë, pemë gjetherënëse, rënie
🌴	bimë, palmë, pemë
🌵	bimë, kaktus
🌾	bimë, kalli, kapule orizi, oriz
🌿	bimë, erëza, gjethe
☘️	bimë, tërfil
🍀	4, gjethe, tërfil, tërfil me katër fletë
🍁	bimë, gjethe, gjethe panje, panjë, që bie
🍂	bimë, gjethe, gjethe e rënë, që bie
🍃	erë, fluturoj, gjethe, gjethe që fluturon në erë
🍇	bimë, frutë, rrush
🍈	bimë, frutë, pjepër
🍉	bimë, frutë, shalqi
🍊	bimë, frutë, mandarinë, portokall
🍋	agrume, bimë, frutë, limon
🍌	banane, frutë, pemë
🍍	ananas, bimë, frutë
🥭	bimë, frutë, frutë tropikale, mango
🍎	bimë, e kuqe, frutë, mollë, mollë e kuqe
🍏	bimë, frutë, jeshile, mollë, mollë jeshile
🍐	bimë, dardhë, frutë
🍑	bimë, frutë, pjeshkë
🍒	frutë, pemë, qershi
🍓	bimë, frutë, kokërr, luleshtrydhe
🥝	frutë, kivi, ushqim
🍅	bimë, domate, perime
🥥	arrë kokosi, palmë, pina-koladë
🥑	avokado, frutë, ushqim
🍆	bimë, patëllxhan, perime
🥔	patate, perime, ushqim
🥕	karotë, perime, ushqim
🌽	bimë, kalli, kalli misri, misër
🌶️	bimë, djegës, spec, spec djegës
🥒	kastravec, perime, turshi, ushqim
🥬	lakër, marule, sallatë
🥦	brokoli, lakër e egër
🧄	aromatizues, erëza, hudhër, shije
🧅	aromatizues, erëza, qepë, shije
🍄	kërpudhë
🥜	kikirik, perime, ushqim
🌰	lajthi, pemë
🍞	bukë, copë, çyrek
🥐	briosh, franceze, kroasant, rulon në formë gjysmëhëne
🥖	bagetë, bukë, franceze, ushqim
🥨	brumë i përdredhur i pjekur, gjevrek, gjevrek i përdredhur, kulaç i përdredhur
🥯	furrë, gjevrek, kulaç
🥞	krepa, palapeta, petulla, ushqim
🧇	brumë i derdhur, formë për vafer, vafer
🧀	copë djathi, djathë
🍖	kockë, mish, mish me kockë
🍗	kockë, kofshë, kofshë pule, këmbë, pulë
🥩	biftek, copë mishi, mish derri, mish qengji, mish tul
🥓	mish, pastërma, proshutë, ushqim
🍔	burger, hamburger
🍟	patate, patate të skuqura, të skuqura
🍕	djathtë, fetë, pica
🌭	hot-dog, salsiçe
🥪	bukë, sandviç
🌮	tako, ushqim meksikan
🌯	burrito, ushqim meksikan i mbështjellë
🥙	bukë e mbushur, giro, palapetë e mbushur, ushqim
🧆	qofte falafel, qofte me bishtajore, qofte me mish
🥚	ushqim, vezë
🍳	gatim, skuqje, tigan, vezë
🥘	enë, tavë gjelle, tigan, tigan me ushqim, ushqim
🍲	kupë, kupë me ushqime, çomlek
🥣	drithëra, tas me lugë, vakti i mëngjesit
🥗	e gjelbër, perime, sallatë, sallatë e gjelbër, ushqime
🍿	kokoshka
🧈	gjalpë, qumështore
🧂	erëza, kripë, përzierje
🥫	kanaçe, kuti konserve, ushqim i konservuar
🍱	bento, kuti, kuti bento
🍘	biskotë, biskotë me oriz, oriz
🍙	japonez, oriz, top, topth orizi
🍚	i gatuar, oriz, oriz i gatuar
🍛	mish me erëza, oriz, oriz me mish me erëza
🍜	kupë, kupë me avull, makarona, me avull, ramen
🍝	makarona, spageti
🍠	e pjekur, e ëmbël, patate, patate e ëmbël e pjekur
🍢	fruta deti, hell, oden, qebap, shkop
🍣	rulon orizi me filetë peshku, sushi
🍤	i skuqur, karkalec, karkalec deti, karkalec i skuqur, tempura
🍥	brumë, kroketë, kroketë me peshk me spirale, peshk, spirale
🥮	festival, kek festiv, kek-hënë, vjeshtë
🍡	dango, japoneze, shkop, ëmbëlsirë
🥟	empanada, pieroxhi, top brumi i mbushur, xhajoza
🥠	biskotë fati, profeci
🥡	kuti kartoni për marrje ushqimi me vete, kuti për ushqim me vete
🦀	gaforre, zodiak
🦞	karavidhe, ushqim deti
🦐	butak, i vogël, karkalec deti, ushqim
🦑	kallamar, molusk, ushqim
🦪	gjallesë ujore, gocë deti, perlë, zhytje
🍦	akullore, akullore e butë, krem, ëmbëlsirë
🍧	akull, akull i grirë, i grirë, ëmbëlsirë
🍨	akull, akullore, e ëmbël, krem, ëmbëlsirë
🍩	e ëmbël, petull, petull e ëmbël, ëmbëlsirë
🍪	biskotë, e ëmbël, ëmbëlsirë
🎂	festim, kek, tortë, tortë ditëlindjeje, ëmbëlsirë
🍰	brumë, kek i shkrifët, pastë, ëmbëlsirë
🧁	furrë, kek, kek i vogël, ëmbëlsirë
🥧	brumë, byrek, petë e mbushur
🍫	copë, e ëmbël, çokollatë, ëmbëlsirë
🍬	e ëmbël, ëmbëlsirë
🍭	e ëmbël, karamele, lëpirëse, ëmbëlsirë
🍮	e ëmbël, krem-karamel, puding, ëmbëlsirë
🍯	e ëmbël, i ëmbël, kupë, mjaltë, vazo me mjaltë
🍼	bebe, pije, qumësht, shishe, shishe për bebe
🥛	gotë, gotë me qumësht, pije, qumësht
☕️	e nxehtë, kafe, pije e nxehtë, çaj
🍵	filxhan çaji, filxhan çaji pa bisht, pije, çaj
🍶	bar, filxhan, pije, sake, shishe
🍾	pije, shishe, shishe me tapë që kërcet, tapë
🍷	gotë, gotë vere, pije, verë
🍸️	bar, gotë, gotë kokteji, koktej, pije
🍹	bar, pi, pije, pije tropikale, tropikale
🍺	bar, birrë, krikëll, krikëll birre, pije
🍻	birrë, kriklla birre që trokiten, krikëll, pije
🥂	festë, gotë, pije, trokitje, trokitje gotash
🥃	gotë, pije, uiski, ujë
🥤	gotë me pipë, lëng, pije freskuese
🧃	kuti lëngjesh, kuti pijeje
🧉	kimarrao, pije
🧊	ajsberg, akull, ftohtë, kub akulli
🥢	gatim, ngrënie, shkopinj, shkopinj (për të ngrënë)
🍽️	gatim, pirun, pirun dhe thikë me pjatë, pjatë, thikë
🍴	gatim, pirun, pirun dhe thikë, thikë
🥄	artikull kuzhine, lugë, takëm
🔪	armë, gatim, thikë, thikë kuzhine, vegël
🏺	amforë, armë, ujori, vegël, zodiak
🌍	Afrikë, Bota, Evropa, Globi, globi që tregon Evropën dhe Afrikën
🌎️	Amerikat, Bota, Globi, Toka, globi që tregon Amerikat
🌏	Australi, Azi, Bota, globi që tregon Azinë dhe Australinë
🌐	Bota, Globi, Toka, globi me meridianë, meridianë
🗺️	botë, harta e botës, hartë
🗾	harta e Japonisë, hartë, japoni
🧭	busull, fushë magnetike, orientim
🏔️	borë, ftohtë, mal, mal i mbuluar me borë në majë
⛰️	mal
