😀	منہ, چہرہ, کھل کے ہنستا چہرہ, کھلا, ہنسی
🛺	آٹو رکشا, ٹُک ٹُک
🚲️	سائیکل, سواری
🛴	سکوٹر, کک, کک سکوٹر
🛹	اسکیٹنگ تختہ, تختہ
🚏	بس, بس اسٹاپ
🛣️	سڑک, موٹر وے
🛤️	ریلوے, ریلوے ٹریک, ٹرین
🛢️	تیل, تیل کا ڈرم, ڈرم
⛽️	فیول, فیول پمپ, گیس
🚨	لائٹ, پولیس, پولیس کار کی لائٹ, کار
🚥	اشارہ, افقی ٹریفک لائٹ, لائٹ, ٹریفک
🚦	اشارہ, عمودی ٹریفک لائٹ, لائٹ, ٹریفک
🛑	آٹھ زاویے, رکنا, رکنے کا نشان, نشان
🚧	تعمیر, رکاوٹ
⚓️	آلہ, اینکر, بحری جہاز
⛵️	بادبانی کشتی, سمندر, کشتی
🛶	چھوٹی, چھوٹی کشتی, ڈونگی, کشتی
🚤	انجن والی کشتی, سواری, کشتی
🛳️	سواری, مسافر, مسافر بحری جہاز, کشتی
⛴️	سواری, فیری, کشتی
🛥️	سواری, موٹر بوٹ
🚢	بحری جہاز, سواری
✈️	سوری, ہوائی جہاز
🛩️	سواری, چھوٹا, چھوٹا ہوائی جہاز, ہوائی جہاز
🛫	روانگی, ہوائی جہاز, ہوائی جہاز کی روانگی
🛬	آمد, ہوائی جہاز, ہوائی جہاز کی آمد
🪂	سکائی ڈائیو, پیرا سیل, پیراشوٹ, ہینگ گلائیڈ
💺	سیٹ, فرنیچر, کرسی
🚁	سواری, ہیلی کاپٹر
🚟	ریلوے, معلق, معلق ریلوے
🚠	پہاڑ, پہاڑی کیبل وے, کیبل
🚡	ٹرام وے, کیبل, گاڑی, ہوائی, ہوائی ٹرام وے
🛰️	آسمان, خلا, خلائی جہاز, سیارہ, سیٹلائٹ
🚀	آسمان, خلا, خلائی جہاز, راکٹ
🛸	اڑن تشتری, نامعلوم اڑن تشتری
🛎️	بیل, بیل ہاپ, بیل ہاپ بیل
🧳	سامان, سفر, پیکنگ
⌛️	ریت, ریت گھڑی, گھڑی
⏳️	ریت, ریت گھڑی میں گرتی ہوئی ریت, گرتی ہوئی ریت کے ساتھ ریت گھڑی, گھڑی
⌚️	وقت, ٹائم, کلاک, گھڑی
⏰	الارم, الارم کلاک, کلاک
⏱️	اسٹاپ واچ, گھڑی
⏲️	ٹائمر, ٹائمر کلاک, گھڑی
🕰️	مینٹل پیس کلاک, گھڑی
🕛️	12:00, بارہ, بارہ کا وقت, گھڑی
🕧	12:30, بارہ, بارہ بج کر تیس منٹ, تیس, گھڑی
🕐️	1:00, ایک, ایک بجے کا وقت, گھڑی
🕜	1:30, ایک, ایک بج کر تیس منٹ, تیس, گھڑی
🕑️	2:00, دو, دو بجے کا وقت, گھڑی
🕝	2:30, تیس, دو, دو بج کر تیس منٹ, گھڑی
🕒️	3:00, تین, تین بجے کا وقت, گھڑی
🕞	3:30, تیس, تین, تین بج کر تیس منٹ, گھڑی
🕓️	4:00, چار, چار بجے کا وقت, گھڑی
🕟	4:30, تیس, چار, چار بج کر تیس منٹ, گھڑی
🕔️	5:00, پانچ, پانچ بجے کا وقت, گھڑی
🕠	5:30, تیس, پانچ, پانچ بج کر تیس منٹ, گھڑی
🕕️	6:00, چھ, چھ بجے کا وقت, گھڑی
🕡	6:30, تیس, وقت, چھ, چھ بج کر تیس منٹ
🕖️	7:00, سات, سات بجے کا وقت, گھڑی
🕢	07:30, تیس, سات, سات بج کر تیس منٹ, گھڑی
🕗️	08:00, آٹھ, آٹھ بجے کا وقت, گھڑی
🕣	08:30, آٹھ, آٹھ بج کر تیس منٹ, تیس, گھڑی
🕘️	09:00, نو, نو بجے کا وقت, گھڑی
🕤	09:30, تیس, نو, نو بج کر تیس منٹ, گھڑی
🕙️	10:00, دس, دس بجے کا وقت, گھڑی
🕥	10:30, تیس, دس, دس بج کر تیس منٹ, گھڑی
🕚️	11:00, گھڑی, گیارہ, گیارہ بجے کا وقت
🕦	11:30, تیس, گھڑی, گیارہ, گیارہ بج کر تیس منٹ
🌑	سیاہ, موسم, نیا چاند, چاند
🌒	بڑھتا ہوا ہلال چاند, موسم, چاند, ہلال
🌓	موسم, پہلے کوارٹر کا چاند, چاند, کوارٹر
🌔	آدھے سے زیادہ بڑھتا ہوا چاند, بڑھتا ہوا, موسم, چاند
🌕️	موسم, مکمل, مکمل چاند, چاند
🌖	موسم, چاند, گھٹتا ہوا, گھٹتا ہوا آدھے سے زیادہ چاند
🌗	آخری کوارٹر کا چاند, موسم, چاند, کوارٹر
🌘	موسم, چاند, گھٹتا ہوا ہلال چاند, ہلال
🌙	موسم, چاند, ہلال, ہلال چاند
🌚	موسم, نئے چاند کا چہرہ, چاند, چہرہ
🌛	موسم, پہلے کوارٹر کا چاند مع چہرہ, چاند, چہرہ
🌜️	آخری کوارٹر کا چاند مع چہرہ, موسم, چاند, چہرہ
🌡️	تھرمامیٹر, موسم
☀️	سورج, صاف, موسم, کرنیں
🌝	خلا, صاف, موسم, مکمل, چہرہ, چہرے والا پورا چاند
🌞	خلا, سورج, صاف, موسم, چہرہ, چہرے والا سورج
🪐	حلقہ دار سیارہ, زحل, سیارہ زحل کے زیر اثر
⭐️	ستارہ, سفید میڈیم ستارہ
🌟	ستارہ, چمکتا, چمکتا ستارہ
🌠	ستارہ, شہابِ ثاقب, گرتا
🌌	خلا, کہکشاں
☁️	بادل, موسم
⛅️	بادل, بادلوں کے پیچھے چھپا سورج, سورج, موسم
⛈️	بادل, بارش, موسم, گرج چمک اور بارش والے بادل
🌤️	بادل, سورج, موسم, چھوٹے بادل کے پیچھے چھپا سورج
🌥️	بادل, بڑے بادل کے پیچھے چھپا سورج, سورج, موسم
🌦️	بادل, بادلوں کے پیچھے چھپا سورج اور بارش, بارش, سورج, موسم
🌧️	بادل, بادل اور بارش, بارش, موسم
🌨️	بادل, بادل اور برفباری, برف, موسم
🌩️	بادل, بادل اور گرج چمک, بجلی کی چمک, موسم
🌪️	بادل, تیز ہوا, جھکڑ, موسم
🌫️	بادل, موسم, کُہر
🌬️	بادل, منہ سے ہوا نکالتا چہرہ, موسم, چہرہ, ہوا
🌀	موسم, گرداب
🌈	بارش, قوس قزاح, موسم
🌂	بارش, بند چھتری, موسم, چھتڑی
☂️	بارش, لباس, موسم, چھتری
☔️	بارش, بارش کے قطروں والی چھتری, لباس, موسم, چھتڑی
⛱️	بارش, زمین میں گڑی چھتری, سورج, موسم, چھتڑی
⚡️	بجلی, خطرہ, وولٹیج, ہائی وولٹیج
❄️	برف, برف کے گولے, موسم, ٹھنڈ
☃️	برف, برف کا آدمی, موسم, ٹھنڈ
⛄️	برف, برف کے بغیر برف کا آدمی, موسم, ٹھنڈ
☄️	خلا, قطبی ستارہ
🔥	آگ, اوزار
💧	قطرہ, موسم, ٹھنڈ
🌊	لہر, موسم, پانی, پانی کی لہر
🎃	جشن, لالٹین, کدو, کدو کی لالٹین
🎄	جشن, درخت, کرسمس, کرسمس کا درخت
🎆	آتشبازی, تفریح, جشن, خوشی, مزہ
🎇	آتش بازی, جشن, پھلجری
🧨	آتش بازی, دھماکا خیز, پٹاخہ, ڈائنامیٹ
✨	ستارہ, چمک, چمکتے ستارے
🎈	بلون, جشن, خوشی, غبارہ, مزہ
🎉	جشن, پارٹی, پارٹی کے پٹاخے, پٹاخے
🎊	بالز, رنگین کاغذ, رنگین کاغذ کے بالز
🎋	تنابتا درخت, جاپانی, جشن, درخت
🎍	جاپانی, جشن, پائن, پائن سے سجاوٹ, پودا
🎎	تہوار, جاپان, جاپانی گڑیاں, جشن, گڑیا
🎏	جاپان, جشن, ہوا, ہوائی جرابیں
🎐	جھنکار, گھنٹی, ہوا, ہوائی جھنکار
🎑	جشن, رسم, چاند, چاند کی رسم
🧧	تحفہ, خوش قسمتی, رقم, سرخ لفافہ, لائی سی, ہونگ باؤ
🎀	تحفہ, جشن, ربن
🎁	تحفہ, جشن, لپٹا ہوا, کاغذ میں لپٹا تحفہ, کاغذ میں لیٹا تحفہ
🎗️	جشن, ربن, یاددہانی, یاددہانی کا ربن
🎟️	داخلہ, داخلہ ٹکٹ, ٹکٹ
🎫	تقریب, داخلہ, ٹکٹ
🎖️	انعام, فوج, فوجی میڈل, میڈل
🏆️	انعام, ٹرافی
🏅	اسپورٹس, اسپورٹس میڈل, انعام, میڈل
🥇	اول, میڈل, نمبر, گولڈ, گولڈ میڈل
🥈	دوسرا, سلور, سلور میڈل, میڈل, نمبر
🥉	برونز, برونز میڈل, تیسرا, میڈل, نمبر
⚽️	فٹبال, میدان, کھیل, گیند
⚾️	امریکہ, بال, بیس بال, کھیل
🥎	بازو کے نیچے, دستانہ, نرم گیند, گیند
🏀	باسکٹ, باسکٹ بال, بال, کھیل
🏐	بال, والی بال, کھیل
🏈	امریکی, امریکی فٹبال, فٹبال, کھیل
🏉	امریکی, رغبی, رگبی فٹبال, فٹبال, کھیل
🎾	بال, ٹینس, کھیل
🥏	انتہائی, اڑتی ہوئی ڈسک
🎳	باؤلنگ, بال, بوتلیں, کھیل
🏏	بال, بیٹ, کرکٹ, کھیل
🏑	بال, فیلڈ ہاکی, میدان, کھیل, ہاکی
🏒	آئس ہاکی اسٹک اور پک, اسٹک, برف, پک, کھیل, ہاکی
🥍	لکراس, چھڑی, گول, گیند
🏓	بال, ریکٹ, ٹیبل, ٹیبل ٹینس, کھیل
🏸	بیڈمنٹن, ریکٹ, شٹل, نیٹ, کھیل
🥊	باکسنگ, باکسنگ کے دستانے, دستانے, کھیل
🥋	مارشل آرٹس, مارشل آرٹس کا یونیفارم, کراٹے, کھیل, یونیفارم
🥅	نیٹ, کھیل, گول, گول نیٹ
⛳️	میدان میں سوراخ, کھیل, گالف, گڑھے میں جھنڈا, گیند
⛸️	آئس اسٹیک, اسٹیک, برف
🎣	شکار, فشنگ پول, مچھلی, پانی, ڈنڈا
🤿	سنورکلنگ, سکوبا, غوطہ خوری, غوطہ خوری کا ماسک
🎽	جاگنگ, دوڑنے کی شرٹ, شرٹ, واکنگ
🎿	اسکائی, اسکائیز, برف
🛷	برف گاڑی, بے پہیوں کی گاڑی
🥌	پتھر, کرلنگ پتھر, کھیل
🎯	براہ راست نشانہ, تیر اندازی, نشانہ, کھیل, ہدف
🪀	جھولنا, کھلونا, یو یو
🪁	اڑنا, پتنگ, ہوا میں بلند ہونا
🎱	آٹھ, بال, بلیئرڈز, کھیل
🔮	بال, فینٹسی, قسمت, کرسٹل, کرسٹل بال
🧿	بری نظر, بری نظر کیلئے تعویز, تعویز, طلسمان, موتی, نظر
🎮️	ویڈیو, ویڈیو گیم, کھیل
🕹️	جوائے اسٹک, ویڈیو, کنٹرول, کھیل
🎰	سلاٹ مشین, گیم
🎲	ڈائس, کھیل, گیم ڈائی
🧩	اشارہ, باہم مربوط, جِگسا, ٹکڑا, پزل
🧸	روئی سے بھرا, مخملی, کھلونا, کھلونا بھالو, کھیلنے کی چیز
♠️	تاش, حکم, حکم کا پتہ, پتہ, کھیل
♥️	تاش, پان, پان کا پتہ, پتہ, کھیل
♦️	اینٹ, اینٹ کا پتہ, تاش, پتہ, کھیل
♣️	تاش, پتہ, چڑیا, چڑیا کا پتہ, کھیل
♟️	شطرنج, شطرنج کا پیادہ, قابل مصرف, مہرہ
🃏	تاش, جوکر, پتہ, کھیل
🀄️	سرخ, ماہجونگ, ماہجونگ ریڈ ڈریگن, کھیل
🎴	تاش, جاپانی, جاپانی تاش کا کھیل, کھیل
🎭️	تھیٹر, فن, فنونِ لطیفہ, ماسک
🖼️	تصویر, فریم, فریم میں جڑی تصویر, فن
🎨	آرٹسٹ پیلٹ, عجائب گھر, فن, پینٹنگ
🧵	دھاگہ, سلائی, سوئی, چرخی, ڈوری
🧶	اونی دھاگہ, بُننا, کروشیا, گولہ
👓️	آنکھ, جشمے, لباس, چشمے
🕶️	آنکھ, جشمے, دھوپ چشمے, لباس
🥽	آنکھوں کا تحفظ, تیراکی, ویلڈنگ, گاگل
🥼	تجربہ, سائنسدان, لیب میں پہننے والا کوٹ, ڈاکٹر
🦺	ایمرجنسی, حفاظت, حفاظتی واسکٹ, واسکٹ
👔	لباس, نیک ٹائی, نیکٹائی
👕	لباس, ٹی شرٹ
👖	جینز, لباس
🧣	اسکارف, گردن
🧤	دستانے
🧥	جیکٹ, کوٹ
🧦	جراب, جرابیں
👗	لباس, ڈریس, کپڑے
👘	خواتین کا روایتی جاپانی لباس, لباس
🥻	ساڑھی, لباس, کپڑے
🩱	نہانے کا لباس, وَن پیس تیراکی کا لباس
🩲	تیراکی کا لباس, جانگھیا, زیرِ جامہ, نہانے کا لباس, وَن پیس
🩳	زیرِ جامہ, نہانے کا لباس, نیکر, پینٹس
👙	بکنی, لباس
👚	عورت, عورتوں کے کپڑے, لباس
👛	لباس, پرس, پیسہ
👜	بیگ, لباس, ہینڈ بیگ
👝	بیگ, لباس
🛍️	بیگ, شاپنگ, شاپنگ بیگز, ہوٹل
🎒	اسکول, اسکول کا بستہ, بیگ
👞	آدمی, جوتا, لباس, مرد کا جوتا
👟	جوتے, دوڑنے والا جوتا, لباس
🥾	بوٹ, بیک پیکنگ, کیمپنگ, ہائکنگ, ہائکنگ بوٹ
🥿	آسانی سے پہنا جا سکنے والا, بیلے فلیٹ, سلیپر, ہموار جوتا
👠	اونچی ایڑی, اونچی ایڑی والا جوتا, جوتا, عورت, لباس
👡	جوتا, سینڈل, عورت, عورت کی سینڈل, لباس
🩰	رقص, رقص کے جوتے, ڈانس
👢	بوٹ, جوتا, عورت, عورت کا بوٹ, لباس
👑	بادشاہ, تاج, لباس, ملکہ
👒	عورت, عورت کا ہیٹ, لباس, ہیٹ
🎩	اوپری ٹوپ, لباس, ٹاپ ہیٹ
🎓️	لباس, ٹوپی, گریجوئیشن, گریجوئیشن کیپ
🧢	بلڈ کیپ, بیس بال ٹوپی
⛑️	سفید کراس والا ہیلمٹ, ٹوپی, چہرہ, ہیلمٹ
📿	تسبیح کے دانے, لباس, مذہب
💄	لپ اسٹک, میک اپ
💍	انگوٹھی, رومانس, ہیرا
💎	رومانس, قیمتی پتھر, ہیرا
🔇	آواز, اسپیکر, اسپیکر بند, خاموشی
🔈️	آواز, اسپیکر, دھیمی آواز نکالتے اسپیکر
🔉	آواز, اسپیکر, اوسط آواز نکالتے اسپیکر
🔊	آواز, اسپیکر, بلند, بلند آواز نکالتے اسپیکر
📢	اجتماع, بلند آواز, خطاب, لاؤڈ اسپیکر
📣	آلہ, تیز آواز, میگا فون
📯	ساز, پوسٹل, پوسٹل ہارن, ہارن
🔔	آواز, گھنٹی
🔕	خاموشی, سکوت, ممانعت, گھنٹی, گھنٹی پر سلیش
🎼	اسکور, موسیقی, میوزیکل اسکور
🎵	موسیقی, میوزیکل نوٹ, نوٹ
🎶	موسیقی, میوزیکل نوٹس, نوٹس
🎙️	اسٹوڈیو, اسٹوڈیو مائیکروفون, مائیک, مائیکروفون, موسیقی
🎚️	سلائیڈر, لیول, لیول سلائیڈر, موسیقی
🎛️	موسیقی, نابز, کنٹرول, کنٹرول کرنے والی نابز
🎤	مائیک, مائیکروفون, موسیقی
🎧️	موسیقی, ہیڈ فون
📻️	برقی آلہ, ریڈیو
🎷	آلہ, سیکسو فون, موسیقی
🎸	آلہ, موسیقی, گٹار
🎹	آلہ, موسیقی, میوزیکل کی بورڈ, کی بورڈ
🎺	آلہ, موسیقی, ٹرمپٹ
🎻	آلہ, موسیقی, وائلن
🪕	بینجو, تاروں والا آلہ, موسیقی
🥁	اسٹکس, موسیقی, ڈرم
📱	برقی آلہ, فون, موبائل, موبائل فون
📲	تیر, تیر کے نشان کے ساتھ موبائل فون, فون, موبائل, نشان
☎️	برقی آلہ, فون, ٹیلیفون
📞	برقی آلہ, ریسیور, فون, ٹیلیفون کا ریسیور
📟️	برقی آلہ, پیجر
📠	برقی آلہ, فیکس, فیکس مشین
🔋	بیٹری, قوت, پاور
🔌	الیکٹرک پلگ, برقی, پلگ
💻️	لیپ ٹاپ, لیپ ٹاپ کمپیوٹر, کمپیوٹر
🖥️	ڈیسک ٹاپ, ڈیسک ٹاپ کمپیوٹر, کمپیوٹر
🖨️	پرنٹ, پرنٹر, کمپیوٹر
⌨️	ٹائپنگ, کمپیوٹر, کی بورڈ
🖱️	کرسر, کمپیوٹر, کمپیوٹر ماؤس
🖲️	بال, ٹریک, ٹریک بال, کمپیوٹر
💽	منی, منی ڈسک, ڈسک, کمپیوٹر
💾	فلاپی, فلاپی ڈسک, ڈسک, کمپیوٹر
💿️	آپٹکل, آپٹکل ڈسک, ڈسک, کمپیوٹر
📀	ڈسک, ڈی وی ڈی, کمپیوٹر
🧮	حساب کتاب, گِنتارا
🎥	سینما, فلم, مووی کیمرا, کیمرا
🎞️	سینما, فریم, فلم, فلم کے فریم
📽️	سینما, فلم, فلم پروجیکٹر, پروجیکٹر
🎬️	فلم, کلیپر, کلیپر بورڈ
📺️	ویڈیو, ٹی وی, ٹیلی ویژن
📷️	ویڈیو, کیمرا
📸	فلیش, فلیش والا کیمرا, ویڈیو, کیمرا
📹️	ویڈیو, ویڈیو کیمرا, کیمرا
📼	ویڈیو, ویڈیو کیسٹ, ٹیپ
🔍	آلہ, اشارہ, بائیں, بائیں اشارہ کرتا محدب عدسہ, سمت, عدسہ, محدب
🔎	آلہ, اشارہ, دائیں, دائیں اشارہ کرتا محدب عدسہ, سمت, عدسہ, محدب
🕯️	بتی, روشنی, موم, موم بتی
💡	برقی, بلب, روشنی, لائٹ بلب
🔦	برقی, روشنی, فلیش, فلیش لائٹ, ٹارچ
🏮	بار, روشنی, سرخ, سرخ مرچ, سرخ کاغذی لالٹین, لالٹین
🪔	تیل, دِیا, دیا لیمپ, لیمپ
📔	سجاوٹ, سجاوٹی کوور والی نوٹ بک, نوٹ بک, کتاب, کوور
📕	بند, بند کتاب, کتاب
📖	کتاب, کھلی, کھلی کتاب
📗	رنگ, سبز, سبز کتاب, کتاب
📘	رنگ, نیلا, نیلی کتاب, کتاب
📙	رنگ, نارنجی, نارنجی کتاب, کتاب
📚️	کتاب, کتابیں
📓	نوٹ بک, کتاب
📒	لیجر, نوٹ بک
📃	دستاویز, صفحہ, مڑا ہوا, مڑا ہوا صفحہ
📜	اسکرول, صفحہ
📄	سامنے, صفحہ, صفحے کا سامنے والا حصہ
📰	اخبار, اطلاع, خبر, معلومات
🗞	اخبار, رول, رول کیا ہوا اخبار, کاغذ
📑	بُک مارک ٹیبز, بک مارک, ٹیبز
🔖	بُک مارک, بک مارک
🏷️	لیبل, ٹیگ
💰️	بیگ, رقم, پیسوں کا بیگ, ڈالر
💴	بنک, رقم, نوٹ, ین, ین بینک نوٹ
💵	بنک, رقم, نوٹ, ڈالر, ڈالر بینک نوٹ
💶	بنک, رقم, نوٹ, یورو, یورو بینک نوٹ
💷	بنک, رقم, نوٹ, پاؤنڈ, پاؤنڈ بینک نوٹ
💸	اڑنا, بنک, رقم, نوٹ, پر, پروں والے نوٹ, ڈالر
💳️	بنک, رقم, کارڈ, کریڈٹ, کریڈٹ کارڈ
🧾	اکاؤنٹنگ, ثبوت, حساب نویسی, رسید, شہادت
💹	اضافہ, بنک, رقم, چارٹ, گراف, ین, ین کے ساتھ صعودی چارٹ
💱	بنک, تبادلہ, رقم, کرنسی, کرنسی کا تبادلہ
💲	بنک, بھاری ڈالر سائن, رقم, ڈالر, کرنسی
✉️	لفافہ, پیغام, ڈاک
📧	ای میل, خط, پیغام
📨	آتا ہوا لفافہ, ای میل, وصولی, پیغام, ڈاک
📩	ای میل, تیر, تیر کا نشان اور لفافہ, نشان, پیغام, ڈاک
📤️	آؤٹ باکس ٹرے, بھیجا ہوا, خط, ٹرے
📥️	ان باکس ٹرے, خط, موصولہ, ٹرے
📦️	باکس, پارسل, پیکج
📫️	باکس, بلند جھنڈا, بلند جھنڈے والا بند میل باکس, بند, میل
📪️	باکس, بند, جھکا جھنڈا, جھکے ہوئے جھنڈے والا بند میل باکس, میل
📬️	باکس, بلند جھنڈا, بلند جھنڈے والا کھلا میل باکس, میل, کھلا
📭️	باکس, جھکا جھنڈا, جھکے ہوئے جھنڈے والا کھلا میل باکس, میل, کھلا
📮	باکس, میل, پوسٹ باکس
🗳️	باکس, بیلٹ, بیلٹ کے ساتھ بیلٹ باکس
✏️	اسٹیشنری, پنسل
✒️	اسٹیشنری, سیاہ, سیاہ نب, نب, پن
🖋️	اسٹیشنری, فاؤنٹین پن, پن
🖊️	اسٹیشنری, بال پن, پن
🖌️	اسٹیشنری, برش, پینٹ برش, پینٹنگ
🖍️	اسٹیشنری, رنگ, کرے آن
📝	اسٹیشنری, میمو, پنسل
💼	اسٹیشنری, بریف کیس
📁	اسٹیشنری, فائل, فائل فولڈر, فولڈر
📂	اسٹیشنری, فائل, فولڈر, کھلا, کھلا فائل فولڈر
🗂️	اسٹیشنری, انڈیکس, تقسیم کار, کارڈ, کارڈ انڈیکس کے تقسیم کار
📅	اسٹیشنری, تاریخ, کیلنڈر
📆	اسٹیشنری, قسم, ٹیئر آف کیلنڈر, کیلنڈر
🗒️	اسٹیشنری, سپائرل, سپائرل نوٹ بک, نوٹ بک
🗓️	اسٹیشنری, سپائرل, سپائرل کیلنڈر, کیلنڈر
📇	اسٹیشنری, انڈیکس, کارڈ, کارڈ انڈیکس
📈	اسٹیشنری, بڑھوتری, صعودی چارٹ, چارٹ
📉	اسٹیشنری, تنزلی, تنزلی چارٹ, چارٹ
📊	اسٹیشنری, بار, بار چارٹ, چارٹ, گراف
📋️	اسٹیشنری, کلپ بورڈ
📌	اسٹیشنری, پُش پن, پِن
📍	اسٹیشنری, پِن, گول, گول پُش پن
📎	اسٹیشنری, پیپر, پیپر کلپ, کلپ
🖇️	اسٹیشنری, جڑے ہوئے, جڑے ہوئے پیپر کلپس, پیپر, کلپ
📏	اسٹریٹ رولر, اسٹیشنری, رولر, سیدھا
📐	اسٹیشنری, تکونی, تکونی رولر, رولر
✂️	آلہ, اسٹیشنری, قینچی
🗃️	اسٹیشنری, باکس, فائل, کارڈ, کارڈ فائل باکس
🗄️	اسٹیشنری, فائل, فائل کیبنٹ, کیبنٹ
🗑️	ردی, ردی کی ٹوکری, ٹوکری
🔒️	بند, لاک
🔓️	لاک, کھلا, کھلا لاک
🔏	لاک, پرائیویسی, پن, پن کے ساتھ لاک
🔐	بند, لاک, محفوظ, چابی, چابی کے ساتھ بند لاک
🔑	لاک, پاسورڈ, چابی
🗝️	لاک, پاسورڈ, پرانا, پرانی چابی
🔨	آلہ, ہتھوڑا
🪓	لکڑی, ٹکڑے کرنا, کاٹنا, کلہاڑا, کلہاڑی
⛏️	آلہ, کدال
⚒️	آلہ, کدال, ہتھوڑا, ہتھوڑا اور کدال
🛠️	آلہ, رینچ, ہتھوڑا, ہتھوڑا اور رینچ
🗡️	آلہ, خنجر, ہتھیار
⚔️	تلواریں, کراس, کراس کی شکل بناتی تلواریں, ہتھیار
🔫	پستول, ہتھیار
🏹	تیر, تیر اور کمان, جنگ, کمان, ہتھیار
🛡️	حفاظت, شیلڈ, ہتھیار
🔧	آلہ, رینچ
🔩	آلہ, بولٹ, نٹ, نٹ اور بولٹ
⚙️	آلہ, گراری, گیئر
🗜️	آلہ, کمپریشن
⚖️	آلہ, برابر, برابر پلڑوں والا ترازو, ترازو, پلڑے
🦯	دسترس, نابینا, نابینا افراد کیلئے چھڑی
🔗	تالا, جوڑ, رابطہ, لنک
⛓️	آلہ, زنجیر, زنجیریں
🧰	اوزار, صندوق, مکینک, ٹُول بکس
🧲	مقناطیس, مقناطیسی, کشش, گھڑ نعل
⚗️	آلہ, الیمبک
🧪	تجربہ, سائنس, لیب, ٹیسٹ ٹیوب, کیمسٹ, کیمسٹری
🧫	بائیالوجسٹ, بائیالوجی, بیکٹیریا, ثقافت, لیب, پیٹری ڈش
🧬	ارتقاء, بائیالوجسٹ, جین, جینیات, زندگی, ڈی این اے
🔬	آلہ, سکوپ, مائیکرو, مائیکروسکوپ
🔭	آلہ, سکوپ, ٹیلی, ٹیلی سکوپ
📡	آلہ, انٹینا, سٹلائٹ, سیٹلائٹ انٹینا, ڈش
💉	آلہ, دوائی, سرنج, سوئی, ڈاکٹر
🩸	حیض, خون کا عطیہ, خون کا قطرہ, دوا
💊	بیماری, دوائی, ڈاکٹر, گولی
🩹	پٹی, چپکنے والی پٹی
🩺	دل, دوا, سٹیتھو سکوپ, ڈاکٹر
🚪	داخلی دروازہ, دروازہ, دہلیز, راستہ, چوکھٹ
🛏️	بستر, نیند, ہوٹل
🛋️	لیمپ, کاؤچ, کاؤچ اور لیمپ, ہوٹل
🪑	بیٹھنا, سیٹ, کرسی
🚽	بیت الخلا, غسل خانہ, ٹائلٹ
🚿	شاور, پانی
🛁	نہانا, نہانے کا ٹب
🪒	استرا, تیز دھار, شیو
🧴	سورج کی تمازت سے بچنے کے لیے جِلدی کریم, شیمپو, لوشن, لوشن کی بوتل, موئسچرائزر
🧷	حِفاظتی پِن, پَنک راک, ڈائپر
🧹	جادوگرنی, جھاڑو, جھاڑو لگانا, صفائی
🧺	فارمنگ, لانڈری, ٹوکری, پکنک
🧻	ٹوائلٹ پیپر, کاغذی تولیے, کاغذی رول
🧼	جھاگ, صابن, صابن کی ڈش, صفائی, غسل, ٹکیہ
🧽	اسفنج, جذب کرنے والا, صفائی, مسام دار
🧯	آتش, آگ بجھانا, آگ بُجھانے والا آلہ, ٹھنڈا کرنا
🛒	شاپنگ, شاپنگ ٹرالی, ٹرالی
🚬	دھواں, سگریٹ نوشی, سگریٹ کشی
⚰️	تابوت, جنازہ, موت, کفن
⚱️	برتن, راکھ, مردے کی راکھ والا مرتبان, موت
🗿	مجسمہ, موآئی, چہرہ
🏧	آٹو میٹک, اے ٹی ایم, اے ٹی ایم کی علامت, بنک, رقم
🚮	ردی, ٹوکری, کوڑا ٹوکری میں کا سائن
🚰	پانی, پینا, پینے کا پانی
♿️	رسائی, وہیل چیئر, پہیے, کرسی
🚹️	مرد, مردوں کا ٹوائلٹ, ٹوائلٹ
🚺️	عورتوں کا ٹوائلٹ, عورتیں, ٹوائلٹ
🚻	ریسٹ روم, ٹوائلٹ, کمرہ
🚼️	بے بی, بے بی کی علامت, سائن
🚾	واش روم, ٹوائلٹ, کمرہ
🛂	پاسپورٹ, پاسپورٹ کنٹرول, کنٹرول
🛃	ادارہ, کسٹمز
🛄	سامان, سامان کا کلیم, کلیم
🛅	سامان, لاکر, محفوظ, چُھوٹا ہوا سامان
⚠️	انتباہ, سائن, ٹریفک
🚸	بچوں کے گزرنے کا سائن, بچے, سائن, سڑک, ٹریفک
⛔️	داخلہ, داخلہ ممنوع, سائن, منع, ٹریفک
🚫	داخلہ, سائن, ممنوع, منع, ٹریفک
🚳	سائن, سائیکل, سائیکلیں ممنوع, منع, ٹریفک
🚭️	سائن, سگریٹ کشی, سگریٹ کشی منع ہے, منع, ٹریفک
🚯	سائن, منع, کوڑا, کوڑا پھینکنا منع ہے
🚱	سائن, منع, نا پینے والا پانی, پانی, پینا
🚷	سائن, منع, ٹریفک, پیدل, پیدل چلنے والے ممنوع
📵	فون, منع, موبائل, موبائل فون ممنوع
🔞	اٹھارہ, اٹھارہ سے کم عمر کی اجازت نہیں, سائن, عمر, پابندی
☢️	تابکار, تابکاری, شعاعیں
☣️	جاندار, حیات, زندگی کے لیے مضر, نقصان دہ
⬆️	اوپر کا تیر, تیر, سائن, سمت, شمال
↗️	اوپر دائیں تیر, تیر, سائن, سمت, شمال مشرق
➡️	تیر, دائیں تیر, سائن, سمت, مشرق
↘️	تیر, جنوب مشرق, سائن, سمت, نیچے دائیں تیر
⬇️	تیر, جنوب, سائن, سمت, نیچے کا تیر
