😀	bahagia, gembira, muka, senang, wajah, wajah gembira
👩‍🎤	lagu, penyanyi wanita, perempuan, suara
👩🏻‍🎤	lagu, penyanyi wanita, penyanyi wanita: warna kulit cerah, perempuan, suara, warna kulit cerah
👩🏼‍🎤	lagu, penyanyi wanita, penyanyi wanita: warna kulit cerah-sedang, perempuan, suara, warna kulit cerah-sedang
👩🏽‍🎤	lagu, penyanyi wanita, penyanyi wanita: warna kulit sedang, perempuan, suara, warna kulit sedang
👩🏾‍🎤	lagu, penyanyi wanita, penyanyi wanita: warna kulit gelap-sedang, perempuan, suara, warna kulit gelap-sedang
👩🏿‍🎤	lagu, penyanyi wanita, penyanyi wanita: warna kulit gelap, perempuan, suara, warna kulit gelap
👨‍🎨	laki-laki, lukisan, seni, seniman pria
👨🏻‍🎨	laki-laki, lukisan, seni, seniman pria, seniman pria: warna kulit cerah, warna kulit cerah
👨🏼‍🎨	laki-laki, lukisan, seni, seniman pria, seniman pria: warna kulit cerah-sedang, warna kulit cerah-sedang
👨🏽‍🎨	laki-laki, lukisan, seni, seniman pria, seniman pria: warna kulit sedang, warna kulit sedang
👨🏾‍🎨	laki-laki, lukisan, seni, seniman pria, seniman pria: warna kulit gelap-sedang, warna kulit gelap-sedang
👨🏿‍🎨	laki-laki, lukisan, seni, seniman pria, seniman pria: warna kulit gelap, warna kulit gelap
👩‍🎨	lukisan, perempuan, seni, seniman wanita
👩🏻‍🎨	lukisan, perempuan, seni, seniman wanita, seniman wanita: warna kulit cerah, warna kulit cerah
👩🏼‍🎨	lukisan, perempuan, seni, seniman wanita, seniman wanita: warna kulit cerah-sedang, warna kulit cerah-sedang
👩🏽‍🎨	lukisan, perempuan, seni, seniman wanita, seniman wanita: warna kulit sedang, warna kulit sedang
👩🏾‍🎨	lukisan, perempuan, seni, seniman wanita, seniman wanita: warna kulit gelap-sedang, warna kulit gelap-sedang
👩🏿‍🎨	lukisan, perempuan, seni, seniman wanita, seniman wanita: warna kulit gelap, warna kulit gelap
👨‍✈	laki-laki, pesawat, pilot, pilot pria
👨🏻‍✈	laki-laki, pesawat, pilot, pilot pria, pilot pria: warna kulit cerah, warna kulit cerah
👨🏼‍✈	laki-laki, pesawat, pilot, pilot pria, pilot pria: warna kulit cerah-sedang, warna kulit cerah-sedang
👨🏽‍✈	laki-laki, pesawat, pilot, pilot pria, pilot pria: warna kulit sedang, warna kulit sedang
👨🏾‍✈	laki-laki, pesawat, pilot, pilot pria, pilot pria: warna kulit gelap-sedang, warna kulit gelap-sedang
👨🏿‍✈	laki-laki, pesawat, pilot, pilot pria, pilot pria: warna kulit gelap, warna kulit gelap
👩‍✈	perempuan, pesawat, pilot, pilot wanita
👩🏻‍✈	perempuan, pesawat, pilot, pilot wanita, pilot wanita: warna kulit cerah, warna kulit cerah
👩🏼‍✈	perempuan, pesawat, pilot, pilot wanita, pilot wanita: warna kulit cerah-sedang, warna kulit cerah-sedang
👩🏽‍✈	perempuan, pesawat, pilot, pilot wanita, pilot wanita: warna kulit sedang, warna kulit sedang
👩🏾‍✈	perempuan, pesawat, pilot, pilot wanita, pilot wanita: warna kulit gelap-sedang, warna kulit gelap-sedang
👩🏿‍✈	perempuan, pesawat, pilot, pilot wanita, pilot wanita: warna kulit gelap, warna kulit gelap
👨‍🚀	angkasa luar, antariksawan pria, laki-laki, roket
👨🏻‍🚀	angkasa luar, antariksawan pria, antariksawan pria: warna kulit cerah, laki-laki, roket, warna kulit cerah
👨🏼‍🚀	angkasa luar, antariksawan pria, antariksawan pria: warna kulit cerah-sedang, laki-laki, roket, warna kulit cerah-sedang
👨🏽‍🚀	angkasa luar, antariksawan pria, antariksawan pria: warna kulit sedang, laki-laki, roket, warna kulit sedang
👨🏾‍🚀	angkasa luar, antariksawan pria, antariksawan pria: warna kulit gelap-sedang, laki-laki, roket, warna kulit gelap-sedang
👨🏿‍🚀	angkasa luar, antariksawan pria, antariksawan pria: warna kulit gelap, laki-laki, roket, warna kulit gelap
👩‍🚀	angkasa luar, antariksawan wanita, perempuan, roket
👩🏻‍🚀	angkasa luar, antariksawan wanita, antariksawan wanita: warna kulit cerah, perempuan, roket, warna kulit cerah
👩🏼‍🚀	angkasa luar, antariksawan wanita, antariksawan wanita: warna kulit cerah-sedang, perempuan, roket, warna kulit cerah-sedang
👩🏽‍🚀	angkasa luar, antariksawan wanita, antariksawan wanita: warna kulit sedang, perempuan, roket, warna kulit sedang
👩🏾‍🚀	angkasa luar, antariksawan wanita, antariksawan wanita: warna kulit gelap-sedang, perempuan, roket, warna kulit gelap-sedang
👩🏿‍🚀	angkasa luar, antariksawan wanita, antariksawan wanita: warna kulit gelap, perempuan, roket, warna kulit gelap
👨‍🚒	api, laki-laki, pemadam, pemadam kebakaran pria
👨🏻‍🚒	api, laki-laki, pemadam, pemadam kebakaran pria, pemadam kebakaran pria: warna kulit cerah, warna kulit cerah
👨🏼‍🚒	api, laki-laki, pemadam, pemadam kebakaran pria, pemadam kebakaran pria: warna kulit cerah-sedang, warna kulit cerah-sedang
👨🏽‍🚒	api, laki-laki, pemadam, pemadam kebakaran pria, pemadam kebakaran pria: warna kulit sedang, warna kulit sedang
👨🏾‍🚒	api, laki-laki, pemadam, pemadam kebakaran pria, pemadam kebakaran pria: warna kulit gelap-sedang, warna kulit gelap-sedang
👨🏿‍🚒	api, laki-laki, pemadam, pemadam kebakaran pria, pemadam kebakaran pria: warna kulit gelap, warna kulit gelap
👩‍🚒	api, pemadam, pemadam kebakaran wanita, perempuan
👩🏻‍🚒	api, pemadam, pemadam kebakaran wanita, pemadam kebakaran wanita: warna kulit cerah, perempuan, warna kulit cerah
👩🏼‍🚒	api, pemadam, pemadam kebakaran wanita, pemadam kebakaran wanita: warna kulit cerah-sedang, perempuan, warna kulit cerah-sedang
👩🏽‍🚒	api, pemadam, pemadam kebakaran wanita, pemadam kebakaran wanita: warna kulit sedang, perempuan, warna kulit sedang
👩🏾‍🚒	api, pemadam, pemadam kebakaran wanita, pemadam kebakaran wanita: warna kulit gelap-sedang, perempuan, warna kulit gelap-sedang
👩🏿‍🚒	api, pemadam, pemadam kebakaran wanita, pemadam kebakaran wanita: warna kulit gelap, perempuan, warna kulit gelap
👮	penegak hukum, polisi
👮🏻	penegak hukum, polisi, polisi: warna kulit cerah, warna kulit cerah
👮🏼	penegak hukum, polisi, polisi: warna kulit cerah-sedang, warna kulit cerah-sedang
👮🏽	penegak hukum, polisi, polisi: warna kulit sedang, warna kulit sedang
👮🏾	penegak hukum, polisi, polisi: warna kulit gelap-sedang, warna kulit gelap-sedang
👮🏿	penegak hukum, polisi, polisi: warna kulit gelap, warna kulit gelap
👮‍♂	laki-laki, penegak hukum, polisi, polisi pria
👮🏻‍♂	laki-laki, penegak hukum, polisi, polisi pria, polisi pria: warna kulit cerah, warna kulit cerah
👮🏼‍♂	laki-laki, penegak hukum, polisi, polisi pria, polisi pria: warna kulit cerah-sedang, warna kulit cerah-sedang
👮🏽‍♂	laki-laki, penegak hukum, polisi, polisi pria, polisi pria: warna kulit sedang, warna kulit sedang
👮🏾‍♂	laki-laki, penegak hukum, polisi, polisi pria, polisi pria: warna kulit gelap-sedang, warna kulit gelap-sedang
👮🏿‍♂	laki-laki, penegak hukum, polisi, polisi pria, polisi pria: warna kulit gelap, warna kulit gelap
👮‍♀	penegak hukum, perempuan, polisi, polisi wanita
👮🏻‍♀	penegak hukum, perempuan, polisi, polisi wanita, polisi wanita: warna kulit cerah, warna kulit cerah
👮🏼‍♀	penegak hukum, perempuan, polisi, polisi wanita, polisi wanita: warna kulit cerah-sedang, warna kulit cerah-sedang
👮🏽‍♀	penegak hukum, perempuan, polisi, polisi wanita, polisi wanita: warna kulit sedang, warna kulit sedang
👮🏾‍♀	penegak hukum, perempuan, polisi, polisi wanita, polisi wanita: warna kulit gelap-sedang, warna kulit gelap-sedang
👮🏿‍♀	penegak hukum, perempuan, polisi, polisi wanita, polisi wanita: warna kulit gelap, warna kulit gelap
🕵️	detektif, mata-mata
🕵🏻	detektif, detektif: warna kulit cerah, mata-mata, warna kulit cerah
🕵🏼	detektif, detektif: warna kulit cerah-sedang, mata-mata, warna kulit cerah-sedang
🕵🏽	detektif, detektif: warna kulit sedang, mata-mata, warna kulit sedang
🕵🏾	detektif, detektif: warna kulit gelap-sedang, mata-mata, warna kulit gelap-sedang
🕵🏿	detektif, detektif: warna kulit gelap, mata-mata, warna kulit gelap
🕵‍♂	detektif pria, laki-laki, penyelidikan, rahasia
🕵🏻‍♂	detektif pria, detektif pria: warna kulit cerah, laki-laki, penyelidikan, rahasia, warna kulit cerah
🕵🏼‍♂	detektif pria, detektif pria: warna kulit cerah-sedang, laki-laki, penyelidikan, rahasia, warna kulit cerah-sedang
🕵🏽‍♂	detektif pria, detektif pria: warna kulit sedang, laki-laki, penyelidikan, rahasia, warna kulit sedang
🕵🏾‍♂	detektif pria, detektif pria: warna kulit gelap-sedang, laki-laki, penyelidikan, rahasia, warna kulit gelap-sedang
🕵🏿‍♂	detektif pria, detektif pria: warna kulit gelap, laki-laki, penyelidikan, rahasia, warna kulit gelap
🕵‍♀	detektif wanita, penyelidikan, perempuan, rahasia
🕵🏻‍♀	detektif wanita, detektif wanita: warna kulit cerah, penyelidikan, perempuan, rahasia, warna kulit cerah
🕵🏼‍♀	detektif wanita, detektif wanita: warna kulit cerah-sedang, penyelidikan, perempuan, rahasia, warna kulit cerah-sedang
🕵🏽‍♀	detektif wanita, detektif wanita: warna kulit sedang, penyelidikan, perempuan, rahasia, warna kulit sedang
🕵🏾‍♀	detektif wanita, detektif wanita: warna kulit gelap-sedang, penyelidikan, perempuan, rahasia, warna kulit gelap-sedang
🕵🏿‍♀	detektif wanita, detektif wanita: warna kulit gelap, penyelidikan, perempuan, rahasia, warna kulit gelap
💂	pengawal, penjaga
💂🏻	pengawal, penjaga, penjaga: warna kulit cerah, warna kulit cerah
💂🏼	pengawal, penjaga, penjaga: warna kulit cerah-sedang, warna kulit cerah-sedang
💂🏽	pengawal, penjaga, penjaga: warna kulit sedang, warna kulit sedang
💂🏾	pengawal, penjaga, penjaga: warna kulit gelap-sedang, warna kulit gelap-sedang
💂🏿	pengawal, penjaga, penjaga: warna kulit gelap, warna kulit gelap
💂‍♂	keamanan, laki-laki, penjaga, penjaga pria
💂🏻‍♂	keamanan, laki-laki, penjaga, penjaga pria, penjaga pria: warna kulit cerah, warna kulit cerah
💂🏼‍♂	keamanan, laki-laki, penjaga, penjaga pria, penjaga pria: warna kulit cerah-sedang, warna kulit cerah-sedang
💂🏽‍♂	keamanan, laki-laki, penjaga, penjaga pria, penjaga pria: warna kulit sedang, warna kulit sedang
💂🏾‍♂	keamanan, laki-laki, penjaga, penjaga pria, penjaga pria: warna kulit gelap-sedang, warna kulit gelap-sedang
💂🏿‍♂	keamanan, laki-laki, penjaga, penjaga pria, penjaga pria: warna kulit gelap, warna kulit gelap
💂‍♀	keamanan, penjaga, penjaga wanita, perempuan
💂🏻‍♀	keamanan, penjaga, penjaga wanita, penjaga wanita: warna kulit cerah, perempuan, warna kulit cerah
💂🏼‍♀	keamanan, penjaga, penjaga wanita, penjaga wanita: warna kulit cerah-sedang, perempuan, warna kulit cerah-sedang
💂🏽‍♀	keamanan, penjaga, penjaga wanita, penjaga wanita: warna kulit sedang, perempuan, warna kulit sedang
💂🏾‍♀	keamanan, penjaga, penjaga wanita, penjaga wanita: warna kulit gelap-sedang, perempuan, warna kulit gelap-sedang
💂🏿‍♀	keamanan, penjaga, penjaga wanita, penjaga wanita: warna kulit gelap, perempuan, warna kulit gelap
👷	konstruksi, kontraktor, pekerja, pekerja konstruksi, topi
👷🏻	konstruksi, kontraktor, pekerja, pekerja konstruksi: warna kulit cerah, topi, warna kulit cerah
👷🏼	konstruksi, kontraktor, pekerja, pekerja konstruksi: warna kulit cerah-sedang, topi, warna kulit cerah-sedang
👷🏽	konstruksi, kontraktor, pekerja, pekerja konstruksi: warna kulit sedang, topi, warna kulit sedang
👷🏾	konstruksi, kontraktor, pekerja, pekerja konstruksi: warna kulit gelap-sedang, topi, warna kulit gelap-sedang
👷🏿	konstruksi, kontraktor, pekerja, pekerja konstruksi: warna kulit gelap, topi, warna kulit gelap
👷‍♂	konstruksi, kontraktor, laki-laki, pekerja konstruksi pria
👷🏻‍♂	konstruksi, kontraktor, laki-laki, pekerja konstruksi pria, pekerja konstruksi pria: warna kulit cerah, warna kulit cerah
👷🏼‍♂	konstruksi, kontraktor, laki-laki, pekerja konstruksi pria, pekerja konstruksi pria: warna kulit cerah-sedang, warna kulit cerah-sedang
👷🏽‍♂	konstruksi, kontraktor, laki-laki, pekerja konstruksi pria, pekerja konstruksi pria: warna kulit sedang, warna kulit sedang
👷🏾‍♂	konstruksi, kontraktor, laki-laki, pekerja konstruksi pria, pekerja konstruksi pria: warna kulit gelap-sedang, warna kulit gelap-sedang
👷🏿‍♂	konstruksi, kontraktor, laki-laki, pekerja konstruksi pria, pekerja konstruksi pria: warna kulit gelap, warna kulit gelap
👷‍♀	konstruksi, kontraktor, pekerja konstruksi wanita, wanita
👷🏻‍♀	konstruksi, kontraktor, pekerja konstruksi wanita, pekerja konstruksi wanita: warna kulit cerah, wanita, warna kulit cerah
👷🏼‍♀	konstruksi, kontraktor, pekerja konstruksi wanita, pekerja konstruksi wanita: warna kulit cerah-sedang, wanita, warna kulit cerah-sedang
👷🏽‍♀	konstruksi, kontraktor, pekerja konstruksi wanita, pekerja konstruksi wanita: warna kulit sedang, wanita, warna kulit sedang
👷🏾‍♀	konstruksi, kontraktor, pekerja konstruksi wanita, pekerja konstruksi wanita: warna kulit gelap-sedang, wanita, warna kulit gelap-sedang
👷🏿‍♀	konstruksi, kontraktor, pekerja konstruksi wanita, pekerja konstruksi wanita: warna kulit gelap, wanita, warna kulit gelap
🤴	pangeran
🤴🏻	pangeran, pangeran: warna kulit cerah, warna kulit cerah
🤴🏼	pangeran, pangeran: warna kulit cerah-sedang, warna kulit cerah-sedang
🤴🏽	pangeran, pangeran: warna kulit sedang, warna kulit sedang
🤴🏾	pangeran, pangeran: warna kulit gelap-sedang, warna kulit gelap-sedang
🤴🏿	pangeran, pangeran: warna kulit gelap, warna kulit gelap
👸	dongeng, fantasi, puteri, putri
👸🏻	dongeng, fantasi, puteri, putri, putri: warna kulit cerah, warna kulit cerah
👸🏼	dongeng, fantasi, puteri, putri, putri: warna kulit cerah-sedang, warna kulit cerah-sedang
👸🏽	dongeng, fantasi, puteri, putri, putri: warna kulit sedang, warna kulit sedang
👸🏾	dongeng, fantasi, puteri, putri, putri: warna kulit gelap-sedang, warna kulit gelap-sedang
👸🏿	dongeng, fantasi, puteri, putri, putri: warna kulit gelap, warna kulit gelap
👳	laki-laki, orang mengenakan serban, pria, serban, surban
👳🏻	laki-laki, orang mengenakan serban, orang mengenakan serban: warna kulit cerah, pria, serban, surban, warna kulit cerah
👳🏼	laki-laki, orang mengenakan serban, orang mengenakan serban: warna kulit cerah-sedang, pria, serban, surban, warna kulit cerah-sedang
👳🏽	laki-laki, orang mengenakan serban, orang mengenakan serban: warna kulit sedang, pria, serban, surban, warna kulit sedang
👳🏾	laki-laki, orang mengenakan serban, orang mengenakan serban: warna kulit gelap-sedang, pria, serban, surban, warna kulit gelap-sedang
👳🏿	laki-laki, orang mengenakan serban, orang mengenakan serban: warna kulit gelap, pria, serban, surban, warna kulit gelap
👳‍♂	laki-laki, pria mengenakan serban, serban
👳🏻‍♂	laki-laki, pria mengenakan serban, pria mengenakan serban: warna kulit cerah, serban, warna kulit cerah
👳🏼‍♂	laki-laki, pria mengenakan serban, pria mengenakan serban: warna kulit cerah-sedang, serban, warna kulit cerah-sedang
👳🏽‍♂	laki-laki, pria mengenakan serban, pria mengenakan serban: warna kulit sedang, serban, warna kulit sedang
👳🏾‍♂	laki-laki, pria mengenakan serban, pria mengenakan serban: warna kulit gelap-sedang, serban, warna kulit gelap-sedang
👳🏿‍♂	laki-laki, pria mengenakan serban, pria mengenakan serban: warna kulit gelap, serban, warna kulit gelap
👳‍♀	perempuan, serban, wanita mengenakan serban
👳🏻‍♀	perempuan, serban, wanita mengenakan serban, wanita mengenakan serban: warna kulit cerah, warna kulit cerah
👳🏼‍♀	perempuan, serban, wanita mengenakan serban, wanita mengenakan serban: warna kulit cerah-sedang, warna kulit cerah-sedang
👳🏽‍♀	perempuan, serban, wanita mengenakan serban, wanita mengenakan serban: warna kulit sedang, warna kulit sedang
👳🏾‍♀	perempuan, serban, wanita mengenakan serban, wanita mengenakan serban: warna kulit gelap-sedang, warna kulit gelap-sedang
👳🏿‍♀	perempuan, serban, wanita mengenakan serban, wanita mengenakan serban: warna kulit gelap, warna kulit gelap
👲	china, cina, laki-laki, orang dengan topi Tionghoa, pria, topi
👲🏻	china, cina, laki-laki, orang dengan topi Tionghoa, orang dengan topi Tionghoa: warna kulit cerah, pria, topi, warna kulit cerah
👲🏼	china, cina, laki-laki, orang dengan topi Tionghoa, orang dengan topi Tionghoa: warna kulit cerah-sedang, pria, topi, warna kulit cerah-sedang
👲🏽	china, cina, laki-laki, orang dengan topi Tionghoa, orang dengan topi Tionghoa: warna kulit sedang, pria, topi, warna kulit sedang
👲🏾	china, cina, laki-laki, orang dengan topi Tionghoa, orang dengan topi Tionghoa: warna kulit gelap-sedang, pria, topi, warna kulit gelap-sedang
👲🏿	china, cina, laki-laki, orang dengan topi Tionghoa, orang dengan topi Tionghoa: warna kulit gelap, pria, topi, warna kulit gelap
🧕	hijab, kerudung, mantilla, tichel, wanita dengan kerudung
🧕🏻	hijab, kerudung, mantilla, tichel, wanita dengan kerudung, wanita dengan kerudung: warna kulit cerah, warna kulit cerah
🧕🏼	hijab, kerudung, mantilla, tichel, wanita dengan kerudung, wanita dengan kerudung: warna kulit cerah-sedang, warna kulit cerah-sedang
🧕🏽	hijab, kerudung, mantilla, tichel, wanita dengan kerudung, wanita dengan kerudung: warna kulit sedang, warna kulit sedang
🧕🏾	hijab, kerudung, mantilla, tichel, wanita dengan kerudung, wanita dengan kerudung: warna kulit gelap-sedang, warna kulit gelap-sedang
🧕🏿	hijab, kerudung, mantilla, tichel, wanita dengan kerudung, wanita dengan kerudung: warna kulit gelap, warna kulit gelap
🤵	cowok, ganteng, jas, mempelai pria, pria, pria bertuksedo, tuxedo
🤵🏻	cowok, ganteng, jas, mempelai pria, pria, pria bertuksedo, pria bertuksedo: warna kulit cerah, tuxedo, warna kulit cerah
🤵🏼	cowok, ganteng, jas, mempelai pria, pria, pria bertuksedo, pria bertuksedo: warna kulit cerah-sedang, tuxedo, warna kulit cerah-sedang
🤵🏽	cowok, ganteng, jas, mempelai pria, pria, pria bertuksedo, pria bertuksedo: warna kulit sedang, tuxedo, warna kulit sedang
