😀	gáire, meangadh, straoiseog ghealgháireach
👩🏼‍🤝‍👩🏾	beirt bhan le chéile, beirt bhan le chéile: ton cnis mheánach-gheal, ton cnis meándorcha, greim láimhe, leannán, lámh, mná, ton cnis meándorcha, ton cnis mheánach-gheal
👩🏼‍🤝‍👩🏿	beirt bhan le chéile, beirt bhan le chéile: ton cnis mheánach-gheal, ton cnis dorcha, greim láimhe, leannán, lámh, mná, ton cnis dorcha, ton cnis mheánach-gheal
👩🏽‍🤝‍👩🏻	beirt bhan le chéile, beirt bhan le chéile: ton cnis meánach, ton cnis geal, greim láimhe, leannán, lámh, mná, ton cnis geal, ton cnis meánach
👩🏽‍🤝‍👩🏼	beirt bhan le chéile, beirt bhan le chéile: ton cnis meánach, ton cnis mheánach-gheal, greim láimhe, leannán, lámh, mná, ton cnis meánach, ton cnis mheánach-gheal
👭🏽	beirt bhan le chéile, beirt bhan le chéile: ton cnis meánach, greim láimhe, leannán, lámh, mná, ton cnis meánach
👩🏽‍🤝‍👩🏾	beirt bhan le chéile, beirt bhan le chéile: ton cnis meánach, ton cnis meándorcha, greim láimhe, leannán, lámh, mná, ton cnis meánach, ton cnis meándorcha
👩🏽‍🤝‍👩🏿	beirt bhan le chéile, beirt bhan le chéile: ton cnis meánach, ton cnis dorcha, greim láimhe, leannán, lámh, mná, ton cnis dorcha, ton cnis meánach
👩🏾‍🤝‍👩🏻	beirt bhan le chéile, beirt bhan le chéile: ton cnis meándorcha, ton cnis geal, greim láimhe, leannán, lámh, mná, ton cnis geal, ton cnis meándorcha
👩🏾‍🤝‍👩🏼	beirt bhan le chéile, beirt bhan le chéile: ton cnis meándorcha, ton cnis mheánach-gheal, greim láimhe, leannán, lámh, mná, ton cnis meándorcha, ton cnis mheánach-gheal
👩🏾‍🤝‍👩🏽	beirt bhan le chéile, beirt bhan le chéile: ton cnis meándorcha, ton cnis meánach, greim láimhe, leannán, lámh, mná, ton cnis meánach, ton cnis meándorcha
👭🏾	beirt bhan le chéile, beirt bhan le chéile: ton cnis meándorcha, greim láimhe, leannán, lámh, mná, ton cnis meándorcha
👩🏾‍🤝‍👩🏿	beirt bhan le chéile, beirt bhan le chéile: ton cnis meándorcha, ton cnis dorcha, greim láimhe, leannán, lámh, mná, ton cnis dorcha, ton cnis meándorcha
👩🏿‍🤝‍👩🏻	beirt bhan le chéile, beirt bhan le chéile: ton cnis dorcha, ton cnis geal, greim láimhe, leannán, lámh, mná, ton cnis dorcha, ton cnis geal
👩🏿‍🤝‍👩🏼	beirt bhan le chéile, beirt bhan le chéile: ton cnis dorcha, ton cnis mheánach-gheal, greim láimhe, leannán, lámh, mná, ton cnis dorcha, ton cnis mheánach-gheal
👩🏿‍🤝‍👩🏽	beirt bhan le chéile, beirt bhan le chéile: ton cnis dorcha, ton cnis meánach, greim láimhe, leannán, lámh, mná, ton cnis dorcha, ton cnis meánach
👩🏿‍🤝‍👩🏾	beirt bhan le chéile, beirt bhan le chéile: ton cnis dorcha, ton cnis meándorcha, greim láimhe, leannán, lámh, mná, ton cnis dorcha, ton cnis meándorcha
👭🏿	beirt bhan le chéile, beirt bhan le chéile: ton cnis dorcha, greim láimhe, leannán, lámh, mná, ton cnis dorcha
👫	bean, fear, fear agus bean, fear agus bean le chéile, lámha le chéile
👫🏻	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis geal, lámha le chéile, ton cnis geal
👩🏻‍🤝‍👨🏼	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis geal, ton cnis mheánach-gheal, lámha le chéile, ton cnis geal, ton cnis mheánach-gheal
👩🏻‍🤝‍👨🏽	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis geal, ton cnis meánach, lámha le chéile, ton cnis geal, ton cnis meánach
👩🏻‍🤝‍👨🏾	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis geal, ton cnis meándorcha, lámha le chéile, ton cnis geal, ton cnis meándorcha
👩🏻‍🤝‍👨🏿	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis geal, ton cnis dorcha, lámha le chéile, ton cnis dorcha, ton cnis geal
👩🏼‍🤝‍👨🏻	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis mheánach-gheal, ton cnis geal, lámha le chéile, ton cnis geal, ton cnis mheánach-gheal
👫🏼	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis mheánach-gheal, lámha le chéile, ton cnis mheánach-gheal
👩🏼‍🤝‍👨🏽	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis mheánach-gheal, ton cnis meánach, lámha le chéile, ton cnis meánach, ton cnis mheánach-gheal
👩🏼‍🤝‍👨🏾	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis mheánach-gheal, ton cnis meándorcha, lámha le chéile, ton cnis meándorcha, ton cnis mheánach-gheal
👩🏼‍🤝‍👨🏿	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis mheánach-gheal, ton cnis dorcha, lámha le chéile, ton cnis dorcha, ton cnis mheánach-gheal
👩🏽‍🤝‍👨🏻	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meánach, ton cnis geal, lámha le chéile, ton cnis geal, ton cnis meánach
👩🏽‍🤝‍👨🏼	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meánach, ton cnis mheánach-gheal, lámha le chéile, ton cnis meánach, ton cnis mheánach-gheal
👫🏽	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meánach, lámha le chéile, ton cnis meánach
👩🏽‍🤝‍👨🏾	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meánach, ton cnis meándorcha, lámha le chéile, ton cnis meánach, ton cnis meándorcha
👩🏽‍🤝‍👨🏿	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meánach, ton cnis dorcha, lámha le chéile, ton cnis dorcha, ton cnis meánach
👩🏾‍🤝‍👨🏻	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meándorcha, ton cnis geal, lámha le chéile, ton cnis geal, ton cnis meándorcha
👩🏾‍🤝‍👨🏼	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meándorcha, ton cnis mheánach-gheal, lámha le chéile, ton cnis meándorcha, ton cnis mheánach-gheal
👩🏾‍🤝‍👨🏽	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meándorcha, ton cnis meánach, lámha le chéile, ton cnis meánach, ton cnis meándorcha
👫🏾	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meándorcha, lámha le chéile, ton cnis meándorcha
👩🏾‍🤝‍👨🏿	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis meándorcha, ton cnis dorcha, lámha le chéile, ton cnis dorcha, ton cnis meándorcha
👩🏿‍🤝‍👨🏻	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis dorcha, ton cnis geal, lámha le chéile, ton cnis dorcha, ton cnis geal
👩🏿‍🤝‍👨🏼	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis dorcha, ton cnis mheánach-gheal, lámha le chéile, ton cnis dorcha, ton cnis mheánach-gheal
👩🏿‍🤝‍👨🏽	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis dorcha, ton cnis meánach, lámha le chéile, ton cnis dorcha, ton cnis meánach
👩🏿‍🤝‍👨🏾	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis dorcha, ton cnis meándorcha, lámha le chéile, ton cnis dorcha, ton cnis meándorcha
👫🏿	bean, fear, fear agus bean, fear agus bean le chéile, fear agus bean le chéile: ton cnis dorcha, lámha le chéile, ton cnis dorcha
👬	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, duine, fear, lámha le chéile
👬🏻	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis geal, duine, fear, lámha le chéile, ton cnis geal
👨🏻‍🤝‍👨🏼	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis geal, ton cnis mheánach-gheal, duine, fear, lámha le chéile, ton cnis geal, ton cnis mheánach-gheal
👨🏻‍🤝‍👨🏽	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis geal, ton cnis meánach, duine, fear, lámha le chéile, ton cnis geal, ton cnis meánach
👨🏻‍🤝‍👨🏾	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis geal, ton cnis meándorcha, duine, fear, lámha le chéile, ton cnis geal, ton cnis meándorcha
👨🏻‍🤝‍👨🏿	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis geal, ton cnis dorcha, duine, fear, lámha le chéile, ton cnis dorcha, ton cnis geal
👨🏼‍🤝‍👨🏻	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis mheánach-gheal, ton cnis geal, duine, fear, lámha le chéile, ton cnis geal, ton cnis mheánach-gheal
👬🏼	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis mheánach-gheal, duine, fear, lámha le chéile, ton cnis mheánach-gheal
👨🏼‍🤝‍👨🏽	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis mheánach-gheal, ton cnis meánach, duine, fear, lámha le chéile, ton cnis meánach, ton cnis mheánach-gheal
👨🏼‍🤝‍👨🏾	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis mheánach-gheal, ton cnis meándorcha, duine, fear, lámha le chéile, ton cnis meándorcha, ton cnis mheánach-gheal
👨🏼‍🤝‍👨🏿	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis mheánach-gheal, ton cnis dorcha, duine, fear, lámha le chéile, ton cnis dorcha, ton cnis mheánach-gheal
👨🏽‍🤝‍👨🏻	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meánach, ton cnis geal, duine, fear, lámha le chéile, ton cnis geal, ton cnis meánach
👨🏽‍🤝‍👨🏼	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meánach, ton cnis mheánach-gheal, duine, fear, lámha le chéile, ton cnis meánach, ton cnis mheánach-gheal
👬🏽	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meánach, duine, fear, lámha le chéile, ton cnis meánach
👨🏽‍🤝‍👨🏾	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meánach, ton cnis meándorcha, duine, fear, lámha le chéile, ton cnis meánach, ton cnis meándorcha
👨🏽‍🤝‍👨🏿	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meánach, ton cnis dorcha, duine, fear, lámha le chéile, ton cnis dorcha, ton cnis meánach
👨🏾‍🤝‍👨🏻	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meándorcha, ton cnis geal, duine, fear, lámha le chéile, ton cnis geal, ton cnis meándorcha
👨🏾‍🤝‍👨🏼	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meándorcha, ton cnis mheánach-gheal, duine, fear, lámha le chéile, ton cnis meándorcha, ton cnis mheánach-gheal
👨🏾‍🤝‍👨🏽	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meándorcha, ton cnis meánach, duine, fear, lámha le chéile, ton cnis meánach, ton cnis meándorcha
👬🏾	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meándorcha, duine, fear, lámha le chéile, ton cnis meándorcha
👨🏾‍🤝‍👨🏿	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis meándorcha, ton cnis dorcha, duine, fear, lámha le chéile, ton cnis dorcha, ton cnis meándorcha
👨🏿‍🤝‍👨🏻	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis dorcha, ton cnis geal, duine, fear, lámha le chéile, ton cnis dorcha, ton cnis geal
👨🏿‍🤝‍👨🏼	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis dorcha, ton cnis mheánach-gheal, duine, fear, lámha le chéile, ton cnis dorcha, ton cnis mheánach-gheal
👨🏿‍🤝‍👨🏽	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis dorcha, ton cnis meánach, duine, fear, lámha le chéile, ton cnis dorcha, ton cnis meánach
👨🏿‍🤝‍👨🏾	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis dorcha, ton cnis meándorcha, duine, fear, lámha le chéile, ton cnis dorcha, ton cnis meándorcha
👬🏿	beirt fhear, beirt fhear a bhfuil g beirt fhear le chéile, beirt fhear le chéile, beirt fhear le chéile: ton cnis dorcha, duine, fear, lámha le chéile, ton cnis dorcha
💏	grá, póg, pógadh
👩‍❤‍💋‍👨	bean, fear, grá, póg, póg: bean, fear, pógadh
👨‍❤‍💋‍👨	fear, grá, póg, póg: fear, fear, pógadh
👩‍❤‍💋‍👩	bean, grá, póg, póg: bean, bean, pógadh
💑	croí, grá, lanúin le croí, lánúin
👩‍❤‍👨	bean, croí, fear, grá, lanúin le croí, lanúin le croí: bean, fear, lánúin
👨‍❤‍👨	croí, fear, grá, lanúin le croí, lanúin le croí: fear, fear, lánúin
👩‍❤‍👩	bean, croí, grá, lanúin le croí, lanúin le croí: bean, bean, lánúin
👪️	athair, leanaí, máthair, páiste, teaghlach
👨‍👩‍👦	athair, bean, buachaill, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, bean, buachaill
👨‍👩‍👧	athair, bean, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, bean, cailín
👨‍👩‍👧‍👦	athair, bean, buachaill, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, bean, cailín, buachaill
👨‍👩‍👦‍👦	athair, bean, buachaill, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, bean, buachaill, buachaill
👨‍👩‍👧‍👧	athair, bean, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, bean, cailín, cailín
👨‍👨‍👦	athair, buachaill, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, fear, buachaill
👨‍👨‍👧	athair, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, fear, cailín
👨‍👨‍👧‍👦	athair, buachaill, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, fear, cailín, buachaill
👨‍👨‍👦‍👦	athair, buachaill, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, fear, buachaill, buachaill
👨‍👨‍👧‍👧	athair, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, fear, cailín, cailín
👩‍👩‍👦	athair, bean, buachaill, leanaí, máthair, páiste, teaghlach, teaghlach: bean, bean, buachaill
👩‍👩‍👧	athair, bean, cailín, leanaí, máthair, páiste, teaghlach, teaghlach: bean, bean, cailín
👩‍👩‍👧‍👦	athair, bean, buachaill, cailín, leanaí, máthair, páiste, teaghlach, teaghlach: bean, bean, cailín, buachaill
👩‍👩‍👦‍👦	athair, bean, buachaill, leanaí, máthair, páiste, teaghlach, teaghlach: bean, bean, buachaill, buachaill
👩‍👩‍👧‍👧	athair, bean, cailín, leanaí, máthair, páiste, teaghlach, teaghlach: bean, bean, cailín, cailín
👨‍👦	athair, buachaill, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, buachaill
👨‍👦‍👦	athair, buachaill, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, buachaill, buachaill
👨‍👧	athair, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, cailín
👨‍👧‍👦	athair, buachaill, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, cailín, buachaill
👨‍👧‍👧	athair, cailín, fear, leanaí, máthair, páiste, teaghlach, teaghlach: fear, cailín, cailín
👩‍👦	athair, bean, buachaill, leanaí, máthair, páiste, teaghlach, teaghlach: bean, buachaill
👩‍👦‍👦	athair, bean, buachaill, leanaí, máthair, páiste, teaghlach, teaghlach: bean, buachaill, buachaill
👩‍👧	athair, bean, cailín, leanaí, máthair, páiste, teaghlach, teaghlach: bean, cailín
👩‍👧‍👦	athair, bean, buachaill, cailín, leanaí, máthair, páiste, teaghlach, teaghlach: bean, cailín, buachaill
👩‍👧‍👧	athair, bean, cailín, leanaí, máthair, páiste, teaghlach, teaghlach: bean, cailín, cailín
🗣️	ag caint, aghaidh, caint, ceann, ceann ag caint, scáthphictiúr
👤	cabhail, corp, duine, scáthchruth cinn
👥	cabhlacha, coirp, daoine, scáthchruth ceann
🫂	daoine ag tabhairt barróige
👣	cos, loirg choise, lorg, lorg coise
🦰	duine le gruaig rua, gruaig rua, rua
🦱	afró, catach, gruaig chatach, lúba
🦳	bán, gruaig, gruaig bhán, liath, sean
🦲	bearrtha, ceimiteiripe, gan ghruaig, gruaig ar bith, maol
🐵	aghaidh, aghaidh moncaí, moncaí
🐒	moncaí
🦍	goraille
🦧	ápa, órang-útan
🐶	aghaidh, aghaidh madra, madra, peata
🐕️	madra, peata
🦮	dall, inrochtaineacht, madra treorach, treoir
🐕‍🦺	cabhair, inrochtaineacht, madra, mardra seirbhíse, seirbhís
🐩	madra, púdal
🐺	aghaidh, aghaidh mic tíre, mac tíre
🦊	aghaidh, aghaidh sionnaigh, madra rua
🦝	cúthail, fiosrach, racún
🐱	aghaidh, aghaidh cait, cat, peata
🐈️	cat, peata
🐈‍⬛	cat dubh
🦁	Leo, aghaidh, aghaidh leoin, leon, stoidiaca
🐯	aghaidh, aghaidh tíogair, tíogar
🐅	tíogar
🐆	liopard
🐴	aghaidh, aghaidh capaill, capall
🐎	capall, capall rásaíochta, eachaí, rásaíocht
🦄	aghaidh, aghaidh aonbheannaigh, aonbheannach
🦓	stríoc, séabra
🦌	fia
🦬	bíosún
🐮	aghaidh, aghaidh bó, bó
🐂	An Tarbh, damh, stoidiaca, tarbh
🐃	buabhall, buabhall uisce, uisce
🐄	bó
🐷	aghaidh, aghaidh muice, muc
🐖	cráin mhuice, muc
🐗	muc, torc
🐽	aghaidh, muc, srón, srón muice
🐏	An Reithe, caora, fireann, reithe, stoidiaca
🐑	baineann, caora
🐐	An Gabhar, gabhar, stoidiaca
🐪	camall, dromadaire, dronn
🐫	Baictriach, camall, camall le dhá dhronn, dronn
🦙	alpaca, guanaco, láma, olann, vicuña
🦒	sioráf, spotaí
🐘	eilifint
🦣	mamat
🦏	srónbheannach
🦛	dobhareach
🐭	aghaidh, aghaidh luiche, luch
🐁	luch
🐀	francach
🐹	aghaidh, aghaidh hamstair, hamstar, peata
🐰	aghaidh, aghaidh coinín, coinín, peata
🐇	coinín, peata
🐿️	iora talún
🦫	béabhar
🦔	gráinneog, spíonach
🦇	ialtóg, vaimpír
🐻	aghaidh, aghaidh béair, béar
🐻‍❄	béar bán
🐨	béar, cóála
🐼	aghaidh, aghaidh panda, panda
🦥	leisciúil, mall, spadán
🦦	iascaireacht, madra uisce, súgrach
🦨	bolladh, scúnc
🦘	An Astráil, cangarú, cangarú óg, léim, marsúipiach
🦡	broc, broc meala, ciap
🐾	cosa, lapa, lorg, lorg lapaí
🦃	turcaí, éan
🐔	sicín, éan
🐓	coileach, éan
🐣	ag teacht as an ubh, naíonán, éan, éan ag teacht as an ubh, éinín
🐤	gearrshicín, sicín, éan, éinín
🐥	gearrshicín éadain, sicín, éan, éinín
🐦️	éan
🐧	piongain, éan
🕊️	colm, eitilt, síocháin, éan
🦅	iolar, éan
🦆	lacha, éan
🦢	eala, lachín ghránna, éan
🦉	críonna, ulchabhán, éan
🦤	dódó
🪶	cleite
🦩	lasairéan, péacach, trópaiceach
🦚	bródúil, cearc phéacóige, péacóg, thar fóir, éan
🦜	caint, foghlaí, pearóid, éan
🐸	aghaidh, aghaidh froig, frog
🐊	crogall
🐢	tiripín, toirtís, turtar
🦎	earc luachra, reiptíl
🐍	Ophiuchus, nathair, nathair nimhe, sealbhóir, stoidiaca
🐲	aghaidh, aghaidh dragain, dragan, finscéal
🐉	dragan, finscéal
🦕	brachiosaurus, brontasár, diplodocus, sárapód
🦖	T-Rex, tyrannosaurus rex
🐳	aghaidh, míol mór, míol mór ag séideadh, séideadh
🐋	míol mór
🐬	deilf, lapa
🦭	rón
🐟️	Na hÉisc, iasc, stoidiaca
🐠	iasc, iasc teochreasa, teochriosach
🐡	iasc, iasc torcánach
🦈	iasc, siorc
🐙	ochtapas
🐚	bís, sliogán
🐌	seilide
🦋	feithid, féileacán, gleoite
🐛	feithid, míol
🐜	feithid, seangán
🐝	beach, beach mheala, feithid
🪲	ciaróg
🐞	bóín, bóín dé, ciaróg, feithid
🦗	criogar, dreoilín teaspaigh
🪳	blatóg choiteann
🕷️	damhán alla, feithid
🕸️	damhán alla, líon damháin alla, líontán
🦂	An Scairp, scairp, stoidiaca
🦟	feithid, fiabhras, galar, maláire, muiscít, víreas
🪰	cuileog
🪱	péist
🦠	aiméibe, baictéir, miocrób, víreas
💐	bláth, crobhaing bláthanna
🌸	bláth, bláth silíní, silín
💮	bláth, bláth bán
🏵️	planda, róiséad
🌹	rós
🥀	bláth, bláth sleabhctha, sleabhctha
🌺	bláth, roiseog
🌻	bláth, lus na gréine
🌼	bláth, bláthú
🌷	bláth, tiúilip
🌱	síolphlanda, óg
🪴	planda potaithe
🌲	crann, crann síorghlas
🌳	caitheamh an duilliúir, crann duillsilteach, duillsilteach
🌴	crann, pailm
🌵	cachtas, planda
🌾	dias, grán, punann ríse, rís
🌿	duilleog, luibh
☘️	planda, seamróg
🍀	4, ceithre, duilleog, seamair, seamair Mhuire
🍁	duilleog, duilleog mhailpe, mailp, titim
🍂	duilleog, duilleog thite, titim
🍃	duilleog, duilleog ag séideadh sa ghaoth, duilleog sa ghaoth, gaoth, séideadh
🍇	caor fíniúna, caora fíniúna, toradh
🍈	mealbhacán, toradh
🍉	mealbhacán uisce, toradh
🍊	oráiste, toradh, táinséirín
🍋	citreas, líomóid, toradh
🍌	banana, toradh
🍍	anann, toradh
🥭	mangó, torthaí, trópaiceach
🍎	dearg, toradh, úll, úll dearg
🍏	glas, toradh, úll, úll glas
🍐	piorra, toradh
🍑	péitseog, toradh
🍒	silín, silíní, toradh
🍓	caor, sú talún, toradh
🫐	fraochán
🥝	bia, ciobhaí, cíobhaí, toradh
🍅	glasra, toradh, tráta
🫒	ológ
🥥	cnó cócó, pailm, piña colada
🥑	abhacád, bia, toradh
🍆	glasra, ubhthoradh
🥔	bia, glasra, práta
🥕	bia, glasra, meacan dearg
🌽	arbhar, arbhar Indiach, cathair ghríbháin, dias, dias arbhair
🌶️	píobar, píobar te, te
🫑	piobar
🥒	bia, cúcamar, gircín, glasra
🥬	bok choy, cabáiste, cál, glas duilleach, leitís
🥦	brocailí, cabáiste fiáin
🧄	blasóir, gairleog
🧅	blasóir, oiniún
🍄	beacán, beacán bearaigh
🥜	bia, cnó, glasra, pis talún
🌰	cnó capaill, planda
🍞	arán, builín aráin
🥐	Francach, arán, bia, croissant, rollóg chorránach
🥖	Francach, arán, baguette, bia
🫓	arán cothrom
🥨	casta, preatsal
🥯	bácús, béigeal, schmear
🥞	bia, crêpe, císte te, pancóg, pancóga
🧇	iarn, neamhchinnte, vaifeal
🧀	cáis, ding cháise
🍖	cnámh, feoil, feoil ar an gcnámh, feoil le cnámh
🍗	cnámh, cos, cos sicín, sicín, éineoil
🥩	gearradh feola, gríscín, gríscín muiceola, gríscín uaineola, stéig
🥓	bagún, bia, feoil
🍔	burgar
🍟	sceallóga
🍕	Iodálach, bialann, pizza, píotsa, slisín
🌭	brocaire, brocaire te, francfurtar, ispín
🥪	arán, ceapaire
🌮	meicsiceach, taco
🌯	burrito, meicsiceach
🫔	tamale
🥙	arán leathan stuáilte, bia, ceibeab, falafel, fillteog, kebab, tortilla
🧆	falafel, millín feola, sicphiseánach
🥚	bia, ubh
🍳	cócaireacht, friochadh, friochtán
🥘	bia, friochtán, paella, panna tanaí le bia, pota, stiobhach
🍲	pota, pota le bia, stobhach
🫕	fondú
🥣	babhla le spúnóg, bricfeasta, gránach, leite
🥗	bia, glasraí, sailéad
🍿	grán rósta
🧈	déiríocht, im
🧂	blastán, croiteoir, salann
🥫	bia, bia stánaithe, canna
🍱	bento, bosca, bosca bento, bosca lóin
🍘	craicear, craicear ríse
🍙	liathróid ríse, rís
🍚	rís, rís chócaráilte, rís cócaráilte
🍛	curaí, curaí agus rís, rís
🍜	babhla, babhla núdal, gal, núdail, ramen, te
🍝	pasta, spaigití
🍠	fata, ionam, práta, práta milis, rósta
🍢	bia mara, bia mara ar chipín
🍣	sushi
🍤	séacla, séacla friochta
🍥	cáca éisc, cáca éisc le guairneán, iasc
🥮	cáca gealaí, féile, fómhar, yuèbǐng
🍡	dango, liathróidí mocci, liathróidí mocci ar chipín, mochi
🥟	domplagán, empanada, gyōza, jiaozi, pierogi, potsticker
🥠	brioscán feasa, tairngreacht
🥡	bosca beir leat, bosca greim gasta, coimeádán bia, oisre
🦀	An Portán, portán, stoidiaca
🦞	bia mara, bísc, crúba, gliomach
🦐	beag, bia, ribe róibéis, sliogiasc
🦑	bia, moileasc, scuid
🦪	oisre, péarla, tumadóireacth
🍦	cón uachtair reoite, uachtar reoite, uachtar reoite coipthe
🍧	oighear bearrtha
🍨	uachtar reoite
🍩	taoschnó
🍪	briosca
🎂	breithlá, cáca breithe, cóisir, lá breithe
🍰	brioscarán, cáca, císte, slisín
🧁	bácús, cístín cupa, milseán
🥧	líonadh, pióg, taosrán
🍫	barra, barra seacláide, seacláid
🍬	milseán
🍭	líreacán, milseán
🍮	custard, milseog
🍯	mil, pota meala, próca meala
🍼	bainne, buidéal, buidéal babaí, deoch
🥛	bainne, deoch, gloine bainne, gloinne
☕️	ag galú, caife, deoch, deoch the, tae, te, ól
🫖	taephota
🍵	caife, cupán, cupán gan chluas, deoch, tae
🍶	bialann, buidéal agus cupán sake, buidéal sake, cupán, deoch, sake
🍾	ag popáil, beár, buidéal, buidéal le corc ag popáil, corc, deoch
🍷	deoch, fíon, gloine, gloine fíona, teach tábhairne
🍸️	gloine mhanglaim, manglam, teach tábhairne
🍹	deoch, deoch thrópaiceach, puins, teach tábhairne
🍺	beoir, gloine, gloine beorach, gloine bheorach, pionta beorach, teach tábhairne
🍻	deochanna, gloiní beorach, teach tábhairne
🥂	champagne, deochanna, gloiní, sláinte
